,,,,,,,,,,,,,,,,Globally Unique Sample ID,DUTTON_01-0001,DUTTON_01-0002,DUTTON_01-0003,DUTTON_01-0004,DUTTON_01-0005,DUTTON_01-0006,DUTTON_01-0007,DUTTON_01-0008,DUTTON_01-0009,DUTTON_01-0010,DUTTON_01-0011,DUTTON_01-0012,DUTTON_01-0013,DUTTON_01-0014,DUTTON_01-0015,DUTTON_01-0016,DUTTON_01-0017,DUTTON_01-0018,DUTTON_01-0019,DUTTON_01-0020,DUTTON_01-0021,DUTTON_01-0022,DUTTON_01-0023,DUTTON_01-0024,DUTTON_01-0025,DUTTON_01-0026,DUTTON_01-0027,DUTTON_01-0028,DUTTON_01-0029,DUTTON_01-0030,DUTTON_01-0031,DUTTON_01-0032,DUTTON_01-0033,DUTTON_01-0034,DUTTON_01-0035,DUTTON_01-0036,DUTTON_01-0037,DUTTON_01-0038,DUTTON_01-0039,DUTTON_01-0040,DUTTON_01-0041,DUTTON_01-0042,DUTTON_01-0043,DUTTON_01-0044,DUTTON_01-0045,DUTTON_01-0046,DUTTON_01-0047,DUTTON_01-0048,DUTTON_01-0049,DUTTON_01-0050,DUTTON_01-0051,DUTTON_01-0052,DUTTON_01-0053,DUTTON_01-0054,DUTTON_01-0055,DUTTON_01-0056,DUTTON_01-0057,DUTTON_01-0058,DUTTON_01-0059,DUTTON_01-0060,DUTTON_01-0061,DUTTON_01-0062,DUTTON_01-0063,DUTTON_01-0064,DUTTON_01-0065,DUTTON_01-0066,DUTTON_01-0067,DUTTON_01-0068,DUTTON_01-0069,DUTTON_01-0070,DUTTON_01-0071,DUTTON_01-0072,DUTTON_01-0073,DUTTON_01-0074,DUTTON_01-0075,DUTTON_01-0076,DUTTON_01-0077,DUTTON_01-0078,DUTTON_01-0079,DUTTON_01-0080,DUTTON_01-0081,DUTTON_01-0082,DUTTON_01-0083,DUTTON_01-0084,DUTTON_01-0085,DUTTON_01-0086,DUTTON_01-0087,DUTTON_01-0088,DUTTON_01-0089,DUTTON_01-0090,DUTTON_01-0091,DUTTON_01-0092,DUTTON_01-0093,DUTTON_01-0094,DUTTON_01-0095,DUTTON_01-0096,DUTTON_01-0097,DUTTON_01-0098,DUTTON_01-0099,DUTTON_01-0100,QC IRTS_1,QC IRTS_2,QC IRTS_3,QC IRTS_4 
950,METx RP 2.1,C21H42O4,[M+Na]+,positive,381.2975,577,PTF53812,PTF53812 (C21H42O4),,,,,,167,2,0.51,35713.6011,57169.15741,13834.80336,,,33886.6434,,,,,,,,,153406.4636,90957.71439,21094.12957,36968.0237,51730.20457,63746.80844,32971.84349,43279.30793,38687.8464,44395.07459,39874.55754,59176.75031,35078.82837,,,43127.34708,46668.86134,,,54008.11397,31365.47393,54063.27611,45554.40297,76261.69598,44034.53829,34381.76773,49898.91425,98948.06319,,43591.6645,,,,155870.5344,,102026.2522,30899.41008,204481.8888,178321.8473,55751.82438,76574.08933,42599.0531,,,,,,31121.71411,36557.25892,,,,,24093.14065,66735.10769,,,,,,71392.69903,,,,59015.95117,,,63665.7392,21624.00584,67073.58722,,40382.95366,34262.60873,,,61006.51097,,,,,,,,62985.82981,22334.00935,,,,,
951,METx RP 2.1,C18H37NO2,[M+Na]+,positive,322.2716,495,PTF33297,PTF33297 (C18H37NO2),,,,,,1515,2,0.505,273389.3077,1235304.524,361200.4759,,,,,,,,,,,,14640.82307,37236.15262,10854.86136,11910.3998,,54517.92322,,,,,720267.9409,,,,,1573894.708,,,,,2333826.936,,,,3288178.181,1749141.223,2193506.384,,,835963.89,759030.3857,1646165.332,201707.2563,35362.01568,,65922.81765,,188073.0946,181844.1511,52539.79814,69760.90328,102739.7906,495093.135,,,2073062.821,,,41517.70949,,,,10428.18741,60867.01024,64334.0842,307109.7575,42407.10308,,398293.9113,119508.9655,97575.14134,,68323.91374,1336640.07,84960.41848,,15997.29163,13562.64752,24046.30279,13274.04116,2012525.067,224214.0866,,107751.6515,541301.2639,,,,,,,23921.19426,,,296658.6694,45617.92961,,,,
952,METx RP 2.1,C16H23N3O4,[M+H]+,positive,322.1761,185,PTF44240,PTF44240 (C16H23N3O4),,,,,,998,2,0.5,56777.4478,,269352.1085,,,,,,,,,,,,,,,,,50125.61381,209067.494,458756.2047,180092.6593,255823.6679,449554.2213,420588.576,496336.7202,716424.4009,177030.989,430607.2797,353650.0034,409549.3163,786949.991,714946.2697,431902.0273,303051.7162,275356.4091,539949.6661,470444.8731,889469.7857,608503.1369,644654.6254,424790.0269,,,,,,595856.6935,228307.9732,,17651.52439,,124347.3204,213391.633,178720.2991,,,171121.6115,1996576.119,110504.6126,146044.6089,697497.1987,67218.72235,,,,489150.2007,,160472.3169,56045.56365,124564.3271,,66959.18144,69652.37096,,,,,,10237.45333,67081.22541,,27796.53361,,,370930.8381,,265189.0316,392781.0398,,,,,,,144020.9604,,,,,,,
953,METx RP 2.1,C12H10N2,[M+H]+,positive,183.0917,215,PTF28709,PTF28709 (C12H10N2),,,,,,1401,1,0.495,,1133165.942,,327471.2236,286291.854,110329.1602,641756.0005,887399.2695,288220.5196,224942.7569,113506.3791,,,,58802.01287,,96613.10949,516842.4591,88172.05695,,,275318.3365,,679020.3757,,678256.778,405032.5022,,92323.73219,40072.51585,,,901399.127,118825.3283,41653.89324,475594.2675,45643.57877,214546.6824,1972443.832,,189720.0493,130696.6132,86398.56721,35773.65876,249864.4881,799264.1563,,,360348.6243,217949.8518,,,,236858.5933,272482.2629,281520.1055,,,,973387.676,,130114.2656,,869883.362,30705.75581,58981.55445,,,99348.11666,32660.63225,,,40752.51578,,220422.2158,,,304734.2316,,,,,,,,,318760.8497,,654265.7295,854388.9422,,,61439.00488,,,,,,2354548.992,5410336.243,,,,
954,METx RP 2.1,C23H44NO7P,[M+H]+,positive,478.2928,459,PTF27594,PTF27594 (C23H44NO7P),,,,,,1198,1,0.495,141061.2074,2510196.102,,,,,,,,,,,,,,,,,,,740778.3478,181514.1642,,142034.1302,40550.27097,157219.79,221109.1297,169113.5858,5998.53583,893293.1983,,287645.2935,,510914.9728,469855.7059,18558.71806,765707.1477,,,156718.6642,101181.9395,,84049.84028,330633.8872,199220.1365,529441.7841,,,1525855.767,308672.4939,,,,102744.7287,1934.704459,123956.4074,1030833.569,325950.8941,259389.2367,715869.9874,478950.3748,567267.9174,327774.4157,612175.9143,,2456.673105,,96282.16049,,138188.3411,,50518.19022,140266.3693,69451.83548,233733.9337,,,,,,,,,,3389936.025,40614.73618,,155943.3185,399314.6169,334424.3066,,,,,,,,,39205.08599,,,,,
955,METx RP 2.1,C14H17N5O8,[M+H]+,positive,384.115,155,PTF39896,PTF39896 (C14H17N5O8),,,,,,736,2,0.495,,,,,,,,,,,35949.43814,56642.51269,,,143755.9367,,,,,,246796.6943,202764.5705,168543.6117,210132.4335,82277.84496,511453.9959,374995.0216,236987.1882,478871.5407,,205274.6926,129579.6942,1073609.53,717439.3621,596880.9852,510422.5213,510279.282,230925.0372,273728.7114,,377701.1562,,281055.0137,270515.8339,205151.5591,,,,183446.1907,,344998.1146,47473.82631,,,,,122507.0222,40653.1827,,1138972.233,59249.05443,551096.1277,,116157.8365,60269.68913,,,,358507.0436,47857.42909,132206.6153,,68391.19023,71556.43655,,,,,76818.31563,,,90155.87364,127670.2731,53711.36968,108121.7715,188776.9055,429246.2947,567212.8017,414104.6013,182829.5841,23164.89149,49519.66469,,63170.41964,,67978.67517,,,,,,,,
956,METx RP 2.1,C16H34O3,[M+Na]+,positive,297.24,511,PTF35164,PTF35164 (C16H34O3),,,,,,571,1,0.495,,,9519.0502,48326.81134,53424.28595,111487.1108,43439.46205,,33101.59867,23638.98289,54803.30907,67588.05266,14037.64036,,,139567.8545,51888.25433,,64142.56103,561821.0558,735683.9178,202005.763,239892.8856,202244.4363,,502389.7869,914068.8041,298634.0596,694476.7312,152838.8701,,265404.3518,,,,275818.8578,482361.3442,,,124127.9369,423200.7494,660206.0836,,345606.4744,,,187062.8171,,,,,,,,,,,113422.2323,,,,340482.4004,87973.14708,91236.71086,,,38591.03965,,70821.33243,19033.60529,,,,24467.00396,,,,,,12492.60386,23518.7458,,35365.1865,,,,368024.2219,,52652.85173,561214.0116,30363.24185,33006.43615,12352.08018,28234.55032,19889.48934,,,253581.7794,,,,,,
957,METx RP 2.1,C18H30O,[M+NH4]+,positive,280.2635,476,PTF48044,PTF48044 (C18H30O),,,,,,12749,2,0.49,,,731521.7848,,,,1419489.761,1600051.244,,975003.0176,,,,720669.0503,,1494876.827,,,,,,,,,2843257.839,,,,3085986.48,,4083508.766,,,,867157.9109,1891804.576,,2149649.662,,1435006.456,,1180116.632,,,,,10360084.01,9172347.364,,1261850.504,,2120094.89,1309303.323,9093312.976,7111748.562,6313671.024,,4927558.895,10431130.52,12486850.43,3025463.904,,6916417.765,10227793.05,,3213100.719,2301468.528,7581017.668,933200.0537,3162605.689,5274203.235,7045445.08,5090337.426,2982995.64,5459542.256,3298660.735,5453323.41,7344754.505,,,,,,,9729917.262,844014.5286,,7733398.093,9344435.325,,,,,,,2365676.668,3326220.472,,5943920.981,986023.7567,,,,
958,METx RP 2.1,C10H11NO3,[M-H]-,negative,192.0666,211,PTF33149,PTF33149 (C10H11NO3),,,,,,16821,1,0.49,974242.6372,6143283.639,3096619.211,,,,,,,,,,,,12514828.35,1146753.899,19562564.97,22715218.14,23860209.2,37858.17908,996423.6219,,1254946.15,,,2391629.235,3540106.027,5467532.606,1252311.104,2709236.529,1430022.793,1476917.222,,2291883.672,4043792.934,3420921.626,2298196.568,2678351.565,3621379.481,2912468.385,4968810.201,3728668.388,1323384.014,2843666.21,1881131.456,2429773.193,,,5323754.597,14906735.51,,1158404.815,,,,,,,,2218849.644,,,,2703542.951,,,,,,,,,,,,,9072257.484,1071069.516,27366584.46,31645454.37,19980163.05,5301295.758,,1727895.14,,1563759.373,,1056519.858,2692948.575,107413.1941,,,,,,,,,9757857.842,1810371.685,,,,
959,METx RP 2.1,C27H50O9,[M+Na]+,positive,541.3347,478,PTF50066,PTF50066 (C27H50O9),,,,,,92,2,0.49,,,11130.27121,,,,,,,,,,,,,,,,,,33941.76361,6706.634691,,13292.31091,5548.75932,16307.45942,18691.14712,,2761.976164,68924.57756,13353.59326,,,,21899.0595,9350.161401,13656.4335,16013.87682,18515.25821,5001.008247,11658.81223,9502.308629,22696.21474,16870.12491,,,28899.8139,32492.52522,,,10049.54266,,,28500.79537,121159.4076,45816.10644,22216.81875,40174.87936,61226.20897,,49427.89343,17117.08909,7498.150355,,7908.11682,231727.1408,5895.422619,5986.818904,,25430.00564,18600.3552,7470.715034,52239.84094,14853.61591,199367.1471,,,8473.30462,,,,,,,58807.61229,29198.80809,16361.04995,69583.55381,,,,,,,,3822.963433,2800.678054,,,42328.62038,,,,
960,METx RP 2.1,C51H86O15,[M+Na]+,positive,961.5859,600,PTF29596,PTF29596 (C51H86O15),,,,,,263,1,0.485,,8670.849677,268686.0852,,,,,,,,,,,,,,,,,,9727.8883,63570.94587,19680.66425,25444.34285,86258.0775,149847.3657,145788.9129,27407.61987,105372.7368,176471.8113,123633.9252,,,140194.5675,133941.2364,143856.8282,122171.5507,17581.53518,,25672.09012,22468.81715,15873.503,36151.12459,,,9491.368302,104244.2165,,16838.38073,88775.87575,,,,9844.654573,25461.14302,22102.10841,,139002.9633,35280.46325,57395.90839,129478.595,63384.07973,,,238270.3397,26460.62385,,17587.60908,7989.993584,318465.4191,,,368974.8835,234218.3286,17002.51037,,,70154.73129,,,,,,,38108.12162,,38585.03336,18191.89501,,303170.9254,,,,,,,,,,153271.8698,,,,
961,METx RP 2.1,C18H28O3,[M+H]+,positive,293.2111,490,PTF47364,PTF47364 (C18H28O3),,,,,,2908,2,0.48,59248.09116,,,,,,,,,,,,,,27859.44588,,,,,,278847.089,576516.5406,5394164.379,64171.65444,,793125.3645,73300.73397,284798.1804,207215.5886,210802.0679,709242.2796,992521.7001,,81013.62009,354151.4805,154061.9991,182236.5351,1381889.132,13239533.93,,250942.5079,12455658.97,779107.5402,37545.24507,,,,369957.9665,7435640.558,95520.14175,169191.5764,34394.47494,,42873.31972,60112.67265,54647.74049,1776842.942,210165.76,10827.27773,,109028.2732,343742.1712,,,25809.60611,35555.02607,,,,36324.0388,248903.7462,,68809.08651,137132.6593,119061.4525,,,,,,,,,,148629.6082,88781.22299,250511.2268,70332.92666,11905.10155,54257.51,,,,,,284635.225,,,,,,,,
962,METx RP 2.1,C18H39NO4,[M+H]+,positive,334.2952,363,PTF47384,PTF47384 (C18H39NO4),,,,,,6,1,0.48,44732.6469,,36726.452,38549.25427,58813.5669,49830.92715,48810.25554,57175.26411,45097.03393,32069.48039,46584.04869,43918.04842,43287.26942,25039.28502,,2315.819911,,48390.12951,28027.69189,22409.85032,,,67826.13959,,,,,,,,,,,,,,,,63729.83354,,,,,71092.50967,37100.12985,48699.28902,,,,,34095.31799,42622.42256,41715.82612,,,,,,173566.3882,,156605.064,,68425.4004,,,129772.2973,99002.2035,,68983.86581,85549.04647,,,134186.0924,99928.55438,158698.4665,179883.9113,,43779.35246,22305.07464,,,,,,167167.1168,43426.09985,,116885.391,130930.0978,51827.50909,27842.96851,,,36160.13913,18706.91514,70422.11507,,62612.81458,,52046.08928,,24146.66031,17890.00077,
963,METx RP 2.1,C18H33NO,[M+H]+,positive,280.2635,476,PTF49299,PTF49299 (C18H33NO),,,,,,2893,2,0.475,585335.3909,,731521.7848,514032.0517,322456.3348,274914.6698,,1600051.244,650734.0698,975003.0176,372549.0388,,236095.9374,720669.0503,285734.6527,1494876.827,70780.00295,644720.8476,342867.8053,71280.63999,,,,577971.6938,2843257.839,,,909919.8261,,842957.3062,,1015066.862,,,,1891804.576,,2149649.662,180348.0439,,,1180116.632,,,742505.5163,1870012.679,,,664125.8132,1261850.504,,,1309303.323,,,,,,,12486850.43,,366739.5785,,,12496.05083,,,,,,,,,,,,,,482417.535,501336.9709,,92932.28607,220480.0595,76643.31822,,844014.5286,419001.6088,,,424863.0502,165407.4219,137407.3252,,,272299.0164,,3326220.472,429442.2721,,,,,,
964,METx RP 2.1,C21H28O8,[M+H]+,positive,409.1857,107,PTF54274,PTF54274 (C21H28O8),,,,,,2575,2,0.475,,,800485.9742,,,,,,,,22393.46761,,,,3026076.31,513268.3068,1413554.302,2251105.516,1287199.551,1430861.56,1740231.326,,268599.6822,,,,181356.9193,,232946.7711,,337204.1217,,,,162091.6836,,904461.6119,507770.0802,,1018058.489,,,382442.8899,,,,,,514208.7804,,306803.7242,1439002.204,617159.95,106658.693,168874.84,,,,,,,825786.325,,1616739.647,413654.5632,1057564.64,55164.38648,148902.5433,801600.1208,483163.7835,708850.8555,,909199.2085,1486556.196,,,752530.5667,,2803852.873,2493846.964,2050109.822,1018107.648,130828.0271,410363.4159,,,,2170763.999,2760739.515,,,73994.64201,36484.3826,50536.23559,,,360944.1231,,,,,,,
965,METx RP 2.1,C21H34O3,[M+H]+,positive,335.2581,505,PTF36320,PTF36320 (C21H34O3),,,,,,1012,1,0.475,72446.41167,,42520.90361,54293.81946,,,150650.185,204367.9325,73633.20336,144878.6184,52713.02138,49726.30681,,56654.74298,34818.5983,266805.9561,,96702.51208,101509.4352,,,,,,,,,,,,468366.8005,,,,,230942.8976,,,,305669.9584,285613.0218,,,49851.50994,,264636.4801,1269681.002,692533.0029,,,84854.04128,,,481121.419,480471.8552,455006.0964,,,1363323.989,969457.7533,778337.0363,,690368.2218,1113009.379,,133818.3836,,659071.9684,119956.227,295344.5544,,319106.4516,388134.63,352871.9512,416342.1042,,360896.2462,805341.9289,,,,,,,,147880.3177,,391697.0688,656944.0847,,,,42604.57819,50819.83765,,,,,358947.579,112927.4529,,,,
966,METx RP 2.1,C15H31NO,[M+H]+,positive,242.2478,540,PTF29373,PTF29373 (C15H31NO),,,,,,463,2,0.475,,,,,,,,48780.29728,,48632.72592,,,,,,37600.32153,,,,,,,,,70404.73886,,113140.3903,38117.04374,118266.7985,,101885.6583,23962.50615,,,,56856.85454,,47847.10791,,102817.3539,97225.24051,,,,,35258.70591,364745.3333,180734.5286,,69670.20117,,15970.92362,,185370.9633,209218.5079,193940.7693,,186015.0832,533062.995,529662.0265,352631.2912,,178377.8666,512793.9051,,88422.58625,120973.804,245938.7063,,117468.9763,210658.3966,160540.0512,130590.571,132396.0304,183651.5385,,161198.5589,375338.9842,,,,,,,310337.9328,24514.11026,,219109.9125,224346.6365,,,,,,,160842.9304,102714.8339,37897.64536,112031.6919,47537.06985,,,,
967,METx RP 2.1,C11H9NO2,[M+NH4]+,positive,205.0972,106,PTF39782,PTF39782 (C11H9NO2),,,,,,25028,2,0.47,,1634330.777,16207991.1,,1063137.371,,,,,,1100198.554,,,,,6234634.22,13145536.1,,18624987.2,14253387.19,,,,,,,6234209.145,4109777.591,,,6734496.626,,,21810768.14,,,14096430.42,9783164.802,3493542.37,,11389542.97,15892435.27,,,,5665532.724,,,11433639.44,33266522.16,,13523772.69,,3978530.536,5756913.291,4170325.793,,,,,1305977.618,,,,4744526.369,10623298.19,1587282.882,4394057.29,13436005.55,5444236.158,8097760.301,710607.1893,9329213.899,,,1343757.549,13161024.69,434418.539,24835576.81,20933259.11,,,,5634347.757,297876.0755,9294899.299,,15973194.79,,1365875.371,,,,,,7776638.917,5393327.423,,1996208.915,,,,,
968,METx RP 2.1,C14H27NO,[M+H]+,positive,226.2165,487,PTF52249,PTF52249 (C14H27NO),,,,,,193,2,0.47,,31696.00804,,,,,51318.47991,,,84858.37041,,,,,38580.91951,11405.56143,,,52301.44975,,,,,,72482.52234,,92506.6003,,87227.85781,,,,,12924.54807,,,,,,,,,,,,57621.64428,48660.92352,20714.01706,,50585.56183,44463.22853,34916.42161,23707.88687,22629.42675,28856.71148,33686.96686,,13470.18752,49682.61711,324950.9693,36872.24248,,290770.1923,390309.1443,,182015.6932,21477.78366,425589.2075,,15793.05311,20635.25875,13977.9074,18115.97037,16592.28985,16167.57219,3328.734796,23391.42513,34368.24105,153899.4619,,,,,,33739.67109,80045.69548,,24098.76387,29910.41304,,,,,26546.20441,,17648.20435,8826.752001,,2777.628391,,,,,
969,METx RP 2.1,C31H34O6,[M+H]+,positive,503.2428,537,PTF28919,PTF28919 (C31H34O6),,,,,,7,1,0.47,31299.23758,,28989.96019,,,,,,,,,,,,18619.49952,,15690.49651,23183.92256,31215.32321,24855.1214,,31006.74047,,,30084.07729,,,,32806.83227,31722.04778,,12955.6307,,,,,,,32834.51268,23801.03003,38360.17243,30373.02146,,29909.40296,29164.21456,34963.31053,,32254.80763,,,17985.10608,25727.27591,24157.15232,18157.71202,21887.45206,,20456.18481,25635.87984,,,26347.70601,,34111.25102,,15215.90462,18751.20933,,33255.02839,,17320.05495,11836.91578,20529.31527,18854.61037,,,,,,,,,32772.77032,26391.82605,20659.43342,,,,22193.60263,29386.77591,28133.07452,14578.25862,17529.22838,,15307.00208,15227.65086,,,,,18780.46466,,,,12202.28733
970,METx RP 2.1,C15H29N3O5,[M+H]+,positive,332.218,116,PTF30002,PTF30002 (C15H29N3O5),,,,,,1735,2,0.46,,,,,,,,,,,,,,,,,,,,26999.11571,691916.0868,131641.8411,184874.7974,92699.98211,230998.9605,,479479.5578,605279.9669,82028.76379,311862.2556,92872.43916,355776.739,695512.7279,1132442.444,749522.9521,1570032.146,1107956.285,1651287.949,774784.9345,1027212.21,1034843.569,1169959.425,533979.0652,,,139309.1711,,,,2098500.379,2545.70643,,,293374.4218,,,,,109811.2428,535764.1285,,60011.63394,219820.4583,1201430.573,,196905.1558,,793668.7437,,91939.12315,68522.51683,137854.4186,69638.91664,8417.836972,98655.07597,,,539054.8035,,,,,,,,,53848.18253,,752635.3551,3095098.729,,,,,,2260818.608,369585.0505,,,,,,,
971,METx RP 2.1,C45H76O10,[M+Na]+,positive,799.5331,652,PTF39764,PTF39764 (C45H76O10),,,,,,335,1,0.455,,,,,,,,,,,,,,,,,,,,,13397.36172,219747.485,109791.5485,211264.4379,343938.1345,325379.4786,350277.2442,102313.778,407736.4193,273009.0108,351722.0232,162519.5788,,128653.364,72922.75893,155677.7092,1494.463346,95975.93118,55169.04586,103860.4513,112637.5369,40408.02758,176810.5902,,,,149103.1315,,47531.23524,11713.34007,,,,8169.292089,17132.40245,24978.46866,47341.11668,47548.69364,55572.84236,397060.6921,134667.0463,56044.83969,7686.61326,8789.066673,324406.6125,33660.00697,7458.163204,17921.60824,,102250.7123,,,71012.9063,56827.633,11840.03278,,,,,,,,,,,,9066.18882,,,22596.53371,,,,,,,,,,23524.43474,,,,
972,METx RP 2.1,C40H54O13,[M+Na]+,positive,765.3457,340,PTF42708,PTF42708 (C40H54O13),,,,,,40,1,0.455,56791.81843,17696.95914,,,,112049.7344,,,,151853.6327,187825.5495,,,140933.1771,,,113794.9936,,,,80809.53052,77293.28878,96399.48551,58776.68289,80681.87804,83154.17482,71048.78332,,,57818.89791,,48057.16906,,,,110595.2894,,68899.03797,67370.35817,,,,66943.83768,41103.2974,27781.94275,40612.86361,54321.97058,19208.23788,39916.6289,,,,10317.89466,,,,77015.79333,,97019.28153,,136256.4671,,124516.5052,,61373.32012,31729.88449,,,,61974.70752,45797.60207,,79291.39129,103993.655,,42300.84618,,32097.15414,,,,,,,,,44604.90572,,22988.32047,39977.9154,,,,55361.72594,,84220.2778,,23410.1741,,65035.02019,,,,5943.057487
973,METx RP 2.1,C14H29NO,[M+H]+,positive,228.2322,516,PTF39174,PTF39174 (C14H29NO),,,,,,2531,2,0.45,,,,,,,,,,561067.2648,,133484.8791,,479970.9339,,,,379945.6411,,,208712.1205,403688.4575,,427184.2142,,325918.9016,834825.2061,519383.219,1099669.864,981883.3039,1208872.571,767389.3339,,,629099.4741,900534.2515,545706.4369,630211.3467,,617695.3556,557740.9873,159544.7743,,,,260105.9674,4242074.671,2481811.283,,288964.2967,,215825.5604,195639.6583,,,,48415.97574,,,2764605.683,,96837.58111,1917941.264,,,743950.7104,1020300.317,2614106.371,207878.9722,,,2007403.374,,,1797498.297,,1422663.245,,294596.2133,,,,,,,297388.5627,,,2012136.491,,,,,168943.4761,,,1271363.287,209216.5699,909399.7689,,,,,
974,METx RP 2.1,C23H38O4,[M+H]+,positive,379.2843,540,PTF34357,PTF34357 (C23H38O4),,,,,,736,2,0.45,,,,,,78175.4738,,,,,26221.54178,,,,,,,,85751.54859,,215910.3522,346987.1037,171958.2112,225832.6228,163010.568,160997.6067,,71401.26733,84847.90775,1094836.583,39668.27927,297773.4751,,1096211.453,1018259.394,1695780.56,784522.2946,,98533.80453,167617.294,105503.7406,212445.275,305004.2552,31157.19371,,33437.38024,128094.4266,,566265.4907,,46885.27027,19366.33858,,,36343.26114,,,31946.95196,39772.48924,147146.7006,542854.3686,402761.9237,,,11343.08055,,,,138492.1283,,,,,,,,,,,,,41203.75068,,,,50854.55102,47623.6851,,,88463.37427,,,,,,78326.9313,44309.98169,378605.671,,145215.3213,,,,
975,METx RP 2.1,C21H40O12,[M-H]-,negative,483.2447,192,PTF34158,PTF34158 (C21H40O12),,,,,,11242,2,0.45,538736.8888,14453506.97,10992185.94,,,,,,,,,,,,,,,,3466397.064,579710.5962,566232.1505,1225449.017,,,450932.987,1047138.257,2627023.961,4080137.448,,1592520.604,,,965304.6016,,,1952359.77,1022020.578,1579304.143,6889186.054,800972.1909,897985.2984,2999597.7,1181700.021,,927343.7401,7036417.139,,,2228676.45,,,495288.6082,,944017.1247,2101637.49,1356382.352,,,,2801106.278,,,,3641825.637,,,,1474873.89,10683758.45,,1852199.728,696451.9862,,,,271799.1519,1910200.723,8539141.959,5311280.717,2445784.199,,,,,4616973.438,,570547.2483,,17309562.82,7935577.339,,,,,,,970120.9746,1134229.715,33825558.12,,,,,
976,METx RP 2.1,C18H39NO,[M+H]+,positive,286.3104,454,PTF34267,PTF34267 (C18H39NO),,,,,,224,2,0.45,25214.19591,,,,,,,,,,,,,,,,23620.24206,,61054.55944,,55823.08242,,76974.5859,,,32843.81418,,,,,,,,53370.78426,121914.3459,98204.02443,173414.7544,68095.17256,45508.33832,,,61678.64954,92452.14789,28362.81578,,56231.40601,109836.236,67322.60676,,26509.89859,,,,33283.68504,36703.18102,58923.60689,,88624.51058,210152.9213,345778.1156,111274.1938,80341.18007,86164.70516,,,81356.10788,75344.46063,57243.35145,,51734.6758,58699.35883,,,85530.31446,76280.4393,,38435.57874,53104.79546,,,,24696.91247,,,193521.4798,39868.29767,,52513.49502,153588.9497,51242.42086,,,,,,52948.08929,53251.4631,,,,,,,
977,METx RP 2.1,C15H22O,[M+H]+,positive,219.1743,335,PTF45900,PTF45900 (C15H22O),,,,,,6,2,0.45,3730.837283,,,,7396.564555,,12549.62872,,12078.51278,7961.309453,9057.501342,18541.18856,12817.91501,19927.60886,8512.484211,4368.602562,10428.1815,,,,12093.33602,7973.290602,14695.04698,,13598.60662,13008.30533,24061.06674,21950.74315,254976.7921,15381.86118,,11148.49849,,,120592.125,78315.6378,3125.647144,23104.28382,13253.69598,,22810.44314,,,5998.173115,,3887.232029,,,16126.41069,,,,,,,,,,375617.6596,,,,,,,4255.768012,4688.012244,17599.82558,,,,,,,,131197.4293,,,,,7633.179693,11547.59625,13481.85137,10266.5725,,,,,,15188.52999,14909.28409,8374.585819,7505.087498,7023.468921,4192.515932,13345.33505,,,,8618.622736,7722.989862,,3542.487377,9927.066345
978,METx RP 2.1,C18H30O3,[M-H]-,negative,293.2122,461,PTF54431,PTF54431 (C18H30O3),,,,,,8834,2,0.445,,3047569.831,382250.6127,,,,,,,,,,,,,,,,,,2321031.201,,3794053.006,658083.2615,540791.6565,1725579.588,1086865.964,2332555.081,1152257.32,836573.7267,1882802.63,,1971740.14,2147261.157,12878114.51,5860042.181,13734231.99,8983838.773,20804522.58,1570194.838,2243449.527,4980970.797,5561393.425,274778.5093,,335921.4554,,1487355.289,6758089.098,915259.7501,5421155.318,339325.7797,874161.0756,,135947.1276,,,948667.2226,,512794.1537,,6443561.042,,522931.1267,,,,,,741706.7811,1983723.814,,1993084.233,,,,,,,,,,,,1756868.823,,582357.7142,,,732189.1308,,,,,,1989824.711,797323.8962,,,,,,,
979,METx RP 2.1,C11H20N2O5,[M+H]+,positive,261.1445,104,PTF30777,PTF30777 (C11H20N2O5),,,,,,10562,1,0.44,,3399721.026,,,,,,,,,,,,,3716667.189,,16275068.46,,20559622.14,361114.4208,,,383351.5546,285707.6783,28988.89291,,,,734257.3548,,66079.93599,4277397.278,,9346308.944,2304724.958,,,,800466.9415,,1052609.832,2056675.762,516925.6599,829467.1718,3023524.738,466080.4977,,,,428592.6075,,1760023.031,,333679.3872,487812.2752,417858.9088,,,,35951693.6,,444214.1309,,655254.4097,,,,,1076369.091,,2826134.397,,,,,,10220350.07,,,7226829.93,21851501.93,1711796.934,104349.1763,162762.1022,397974.9951,541322.5569,,292482.7708,430064.1503,345827.2993,,,,,,1819496.77,1680090.947,,,999768.5962,,,,
980,METx RP 2.1,C24H41NO3,[M+H]+,positive,392.3159,541,PTF33302,PTF33302 (C24H41NO3),,,,,,1675,2,0.44,584661.8136,3602512.051,54044.51997,,,,,,,,,,,,585962.9882,57316.48344,90744.42684,28468.33911,76271.63606,283730.0578,,,,25709.39365,3066.435553,,57056.99227,68378.04099,,,,,,307215.8178,607544.8647,215343.4355,353952.9283,101007.1379,65576.62354,62301.18511,57645.28968,118574.2711,,426582.5629,1983732.658,234601.6377,,,158512.7686,1451320.643,,395271.9598,886230.2823,,,,,,,,,406670.4293,,63734.30681,,,,,61996.7234,,,23068.20776,,,,,,560062.27,1534382.259,24621.32657,266049.6937,453943.9208,34715.22748,31033.57659,141278.8692,283224.794,,33677.1151,,,,,,,,,,,8940158.494,,,,,
