,,,,,,,,,,,,,,,,Globally Unique Sample ID,DUTTON_01-0001,DUTTON_01-0002,DUTTON_01-0003,DUTTON_01-0004,DUTTON_01-0005,DUTTON_01-0006,DUTTON_01-0007,DUTTON_01-0008,DUTTON_01-0009,DUTTON_01-0010,DUTTON_01-0011,DUTTON_01-0012,DUTTON_01-0013,DUTTON_01-0014,DUTTON_01-0015,DUTTON_01-0016,DUTTON_01-0017,DUTTON_01-0018,DUTTON_01-0019,DUTTON_01-0020,DUTTON_01-0021,DUTTON_01-0022,DUTTON_01-0023,DUTTON_01-0024,DUTTON_01-0025,DUTTON_01-0026,DUTTON_01-0027,DUTTON_01-0028,DUTTON_01-0029,DUTTON_01-0030,DUTTON_01-0031,DUTTON_01-0032,DUTTON_01-0033,DUTTON_01-0034,DUTTON_01-0035,DUTTON_01-0036,DUTTON_01-0037,DUTTON_01-0038,DUTTON_01-0039,DUTTON_01-0040,DUTTON_01-0041,DUTTON_01-0042,DUTTON_01-0043,DUTTON_01-0044,DUTTON_01-0045,DUTTON_01-0046,DUTTON_01-0047,DUTTON_01-0048,DUTTON_01-0049,DUTTON_01-0050,DUTTON_01-0051,DUTTON_01-0052,DUTTON_01-0053,DUTTON_01-0054,DUTTON_01-0055,DUTTON_01-0056,DUTTON_01-0057,DUTTON_01-0058,DUTTON_01-0059,DUTTON_01-0060,DUTTON_01-0061,DUTTON_01-0062,DUTTON_01-0063,DUTTON_01-0064,DUTTON_01-0065,DUTTON_01-0066,DUTTON_01-0067,DUTTON_01-0068,DUTTON_01-0069,DUTTON_01-0070,DUTTON_01-0071,DUTTON_01-0072,DUTTON_01-0073,DUTTON_01-0074,DUTTON_01-0075,DUTTON_01-0076,DUTTON_01-0077,DUTTON_01-0078,DUTTON_01-0079,DUTTON_01-0080,DUTTON_01-0081,DUTTON_01-0082,DUTTON_01-0083,DUTTON_01-0084,DUTTON_01-0085,DUTTON_01-0086,DUTTON_01-0087,DUTTON_01-0088,DUTTON_01-0089,DUTTON_01-0090,DUTTON_01-0091,DUTTON_01-0092,DUTTON_01-0093,DUTTON_01-0094,DUTTON_01-0095,DUTTON_01-0096,DUTTON_01-0097,DUTTON_01-0098,DUTTON_01-0099,DUTTON_01-0100,QC IRTS_1,QC IRTS_2,QC IRTS_3,QC IRTS_4 
1301,METx RP 2.1,C22H37NO3,[M+H]+,positive,364.2846,500,PTF35515,PTF35515 (C22H37NO3),,,,,,365,2,0.21,,79237.81136,,,,,,,,,,,,,,,,,,,,,,106446.5896,,91371.44792,81450.31048,132884.4622,28019.25569,67115.83969,50943.48884,51924.61016,,214969.66,,412512.7515,371055.2848,47815.69433,,127223.9969,111351.4874,52819.32774,,,44339.89895,,,,,,,,,,,,,,,,109698.3041,387141.8025,,,,,,,,,,,,,51570.41351,,,,,,,,,,,,,,,,,,,,,,,,61409.79063,,,,,
1302,METx RP 2.1,C15H28O2,[M+H]+,positive,241.2162,493,PTF34127,PTF34127 (C15H28O2),,,,,,126,2,0.21,,,,21562.08472,66219.26263,,88627.09038,53693.79166,68398.0415,65908.24405,82256.87472,47240.15428,12853.03856,9376.278357,70110.40013,58480.68445,36823.41516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32351.16062,,,,39617.31693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43042.62304,40169.68869,,16602.19222,,,,,,,11997.89672,,,24553.48065,34819.82844,,,,,,,,,
1303,METx RP 2.1,C20H30O2,[M+H]+,positive,303.2319,543,PTF38600,PTF38600 (C20H30O2),,,,,,178,2,0.21,,,,,48358.05958,142377.1166,35032.03532,23884.1134,20168.66555,32428.40809,42246.75116,18050.38346,5606.897008,26271.91606,32388.07429,48937.74967,74284.64856,120771.238,127693.3266,48845.50622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252514.6834,,,,,,,69528.38949,,,,,,,,,,45418.40646,37684.50817,37851.05469,101712.03,50331.03827,39300.73269,,,,,,,,,,,,,,73385.28382,,,,,,
1304,METx RP 2.1,C12H20O5,[M+H-H2O]+,positive,227.1278,279,PTF37630,PTF37630 (C12H20O5),,,,,,143,1,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232242.1937,172515.1159,316931.5302,17730.13526,,,,,,28909.21655,,,,,7167.630835,16929.13416,5189.852707,,,,,,,40699.10215,42129.36763,,,,22667.43053,,,,3415.539631,2382.765608,13035.49615,,,,14667.08901,9575.664504,,18735.76889,,,,,,,,,,25211.88443,17863.09277,,30872.6256,,47845.30351,,,,,,,15803.85023,,,,,,,
1305,METx RP 2.1,C43H74O10,[M+Na]+,positive,773.5174,634,PTF33335,PTF33335 (C43H74O10),,,,,,115,2,0.21,,,,,,,,,,,,,,,,,,,,,,71961.47388,24838.61592,34110.4096,57894.05305,58066.36441,45808.49444,21933.29,64634.55251,57775.44163,89274.4078,62535.94343,,19521.88152,,22899.46995,,25248.66325,16284.79594,28858.00829,31771.21704,,25211.81021,,,,33548.9792,,,,,,,,,,,,,71814.00271,,14474.1042,,,,,,,,,,,,,,,,,,,,,,,,,20511.75967,,,22891.70007,,,,,,,,,,,,,,
1306,METx RP 2.1,C35H66O7,[M+NH4]+,positive,616.5147,683,PTF52934,PTF52934 (C35H66O7),,,,,,75,1,0.21,,,,27730.91812,63763.60698,27428.53696,32666.79218,37207.26041,33695.28341,42147.8352,,19768.09279,15785.96426,20635.82914,,16533.83839,,21479.32083,22416.95091,17631.27773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21563.17219,18537.39823,10583.52994,27668.74011,16773.30494,20030.24644,,,,,,,,,,25764.23367,35513.06159,,,,,,,,,
1307,METx RP 2.1,C20H28O6S,[M-H]-,negative,395.1534,469,PTF54938,PTF54938 (C20H28O6S),,,,,,1550,1,0.21,,,,,,,,,,,,,,,,,,,,,,398337.0259,526083.1498,,687266.1103,539222.321,288358.2108,813757.6058,,260529.0836,660305.4186,615140.1591,,,,950848.8322,307207.6089,376268.5402,,749014.8854,620009.3547,406908.0176,309682.546,,,,,,930470.3231,,377408.117,302494.4017,,,,,,,,561254.6711,,,,713108.8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,METx RP 2.1,C35H60O7P2,[M+Na]+,positive,677.3706,433,PTF46661,PTF46661 (C35H60O7P2),,,,,,68,2,0.21,,51548.70586,24743.55401,,,,,,,,,,18244.83108,,,,,,,,,,,,,11387.71705,,,,,,,,23674.23385,,,,,,,,,27395.29773,13449.2965,,,53905.84401,,,,,,,24606.25315,4372.864415,29213.72093,8535.856545,,,,21188.49158,80364.34918,23494.77474,,,,,,13376.59952,23330.87735,,,,,19526.8271,,,,,,,,,,,,,,,,,,,11144.08425,4892.421916,,24536.59487,,,10365.61643,,,,
1309,METx RP 2.1,C27H41NO3,[M+Na]+,positive,450.2979,560,PTF38175,PTF38175 (C27H41NO3),,,,,,102168,2,0.205,57921.01852,178640.5678,7045.133292,,,,,,,,,,,,82344.47708,,,,,60886.59128,,,,,,,,,,,,,,,,,,,,,,,,60392.8017,300970.3532,23295.28587,,,,712773674.2,,9658.928381,13413.51396,,,,,,,,,,,,,,,,28211.97121,,,,,,,,,50833.18405,157836.745,,31675.75677,21594.72649,,,3220.588225,101695.3075,,,,,,,,,,,,,1194730.122,17169.24533,,,,
1310,METx RP 2.1,C50H84O23,[M+H]+,positive,1053.5476,319,PTF49510,PTF49510 (C50H84O23),,,,,,1776,2,0.205,,,,524298.1889,145363.2276,71280.79428,1761413.484,465780.8316,1358584.254,100083.139,1694499.777,,65098.12278,,163220.1398,858631.9546,,,,2179906.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100352.4944,154223.7684,567329.503,1434201.325,1108710.674,,,,,,,404582.9128,86848.34509,175428.325,84522.67629,173832.476,,,,,,,,,
1311,METx RP 2.1,C15H29N3O4,[M+H]+,positive,316.2231,148,PTF34443,PTF34443 (C15H29N3O4),,,,,,1174,2,0.205,,,1576334.12,,57497.4186,,57075.68261,57720.51357,66864.62221,56522.85464,38017.23101,36873.33453,,,,,,,,,,,,,,314839.3932,,,485573.785,,202367.1103,,700713.2559,,,654138.028,815832.4607,,,,,,,,,,,,1083365.564,,,,,,,,,,324253.7604,1295676.629,271833.9629,,734560.2332,,,,,397480.9913,,,,86015.73802,,62607.20152,435250.7114,,,,,,,,,,,,,,,,,,,,52669.65532,,,,,,,,,
1312,METx RP 2.1,C18H28O4,[M+H]+,positive,309.206,476,PTF43566,PTF43566 (C18H28O4),,,,,,885,2,0.205,,,,,,,,,,,,,,,282813.2684,232981.2163,,40482.40151,39080.86982,45049.8013,,,,,,,,,,,,,,,,,,,,,,,,,,,,113029.0887,,,33166.18392,143612.0451,,,,,,174436.7779,,,,,,,19483.6494,,,1577197.791,,36757.54357,,2145971.899,103879.5807,,323211.7593,,,,397078.2828,,,83464.79796,,52268.97544,,,,271351.5881,,,,,,,,,309381.423,,,83025.23734,,,,
1313,METx RP 2.1,C14H24O3,[M+NH4]+,positive,258.2064,405,PTF47906,PTF47906 (C14H24O3),,,,,,940,2,0.205,,,,,35692.49365,56602.7312,156590.9403,52380.19354,55120.97574,54877.78874,94652.01377,46723.95147,15205.66209,102311.0333,,14878.6978,99221.20322,192472.4928,121108.1392,48138.20693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216169.944,134540.0248,1966775.372,32118.53289,11399.58332,27154.71779,,,,,,17588.2112,,,,,12877.57811,,,,,,,,,
1314,METx RP 2.1,C30H48O11,[M+H]+,positive,585.3269,200,PTF43305,PTF43305 (C30H48O11),,,,,,861,1,0.205,,,,355133.5086,215461.6641,133511.3493,51827.91186,127330.9024,348623.6279,,,,,25003.63041,1838880.456,612432.1664,,,,,,,,,,,,,,,,,,,,,,5909.981398,,,,,,,,,,,,,,,,,,,,241219.2316,,,,,,,,,,,325301.3811,,,,,,,,149437.8696,,256696.3634,56888.04887,,41869.7277,618499.0435,2501.187382,,,,,,,,779686.9913,231909.1641,24623.56765,183279.2297,,,,,,,,,
1315,METx RP 2.1,C21H36O5,[M+H-H2O]+,positive,351.253,464,PTF29188,PTF29188 (C21H36O5),,,,,,411,2,0.205,14967.7507,91918.58607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43312.41545,,,,,64176.00345,,,,1577648.435,,52398.98303,228158.2002,,6613.846061,75433.11137,,,109945.546,,,,,65318.57785,,,9872.398323,27203.80172,,,,38493.89243,,,89585.00265,24661.97599,255167.589,,,,,,,,,,35814.38049,163200.6148,,39333.18253,,5610.455325,,,,,,,,,,,,,,
1316,METx RP 2.1,C18H34O4,[M+H]+,positive,315.253,457,PTF33226,PTF33226 (C18H34O4),,,,,,450,2,0.205,21300.96214,,,,,,,,,,,,,,,,,,,,116563.7736,,,,,,236991.832,,182324.0016,,,,,,82409.92624,,77632.14329,53601.83374,37473.11933,,,142694.9901,,,,,,150754.2142,265034.5663,282678.782,,72889.49914,,151203.7863,192714.0738,119703.0469,,329706.5638,,151381.9691,,,,,,,,336195.688,,,,148720.5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,METx RP 2.1,C23H42N4O5,[M+H]+,positive,455.3228,251,PTF29243,PTF29243 (C23H42N4O5),,,,,,360,2,0.205,,,,,,,,,,,,,,,,,,,,,,83733.54621,,,30483.37167,104704.8913,290587.7813,274177.0865,55207.99024,278213.3687,79948.50753,137989.4668,163223.8702,35466.71741,,,10988.49236,,,337682.1831,408611.3389,,47474.91151,,,,,,95440.36864,,,,,,,,,,,,,13712.93821,92797.5301,,,20069.36923,,,,,,,,,,,,,,,,,,,,,53917.80878,,,34048.36573,,,,,,,,,,,,,,
1318,METx RP 2.1,C27H43NO4,[M+H]+,positive,446.3265,539,PTF29522,PTF29522 (C27H43NO4),,,,,,290,2,0.205,56362.72609,203823.5574,,,,,,,,,,,,,262416.0774,,48970.47699,,,98371.75347,,,,,,,,,,,,,,,,,,,,,,,,57084.548,58946.67953,60731.57881,,,,156637.5944,,141460.8945,171574.3977,,10948.26556,16732.24726,,,,,,,,,,,,,37857.19429,,,,,,,,45506.71909,14397.0126,68215.72972,,181484.7951,60830.87341,,,,136207.5725,,,,,,,,,,,,,242081.8803,,,,,
1319,METx RP 2.1,C10H20O7,[M+NH4]+,positive,270.1547,158,PTF54787,PTF54787 (C10H20O7),,,,,,41,2,0.205,,,,,,,,,,,,,,,,,33851.75245,121752.5772,144979.7363,294588.5572,,26595.03012,39095.74853,12900.47347,30507.18003,,,,,,80697.00711,,,,30512.45898,74060.41518,,16431.71768,,,,69622.79043,302696.9544,69537.20509,,,,,,,,,,,,,,,,,,614364.6058,,,,41451.45451,33752.17968,,,,,,,,38549.27841,,,,,,,,,31606.83584,,,,72486.26208,,,,,,,,,,,,,,,9110.25786,
1320,METx RP 2.1,C12H20N2O4,[M+H]+,positive,257.1496,236,PTF29656,PTF29656 (C12H20N2O4),,,,,,279,1,0.205,,,,,30617.76584,,,,,,,,,,,127094.4757,,,,,,27146.28636,,,,,15634.43363,117463.5389,,,,,,43945.0285,70253.03208,,,,42053.15142,35899.95437,58530.28929,,,,,79912.54862,,,85221.20061,5883.650025,,17426.1453,30410.0179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103449.489,97744.67658,1850.125442,46820.65432,,,,963808.7775,47247.92351,,,,,,,,,,,,,,
1321,METx RP 2.1,C63H98O25,[M+H]+,positive,1255.647,510,PTF40477,PTF40477 (C63H98O25),,,,,,155,1,0.205,,,,,,,,,,,,,,,,,,,,,,39351.7258,54650.57996,13143.90381,58355.08774,91315.55757,50055.03614,110814.9525,23519.33296,30868.10061,63682.27456,53887.84324,,,,,,27535.81336,7725.610597,162544.5742,31775.86335,46521.14491,123155.0266,,,,,,24223.31264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63180.11528,,,7700.05616,,,,,,,,,,,,,,
1322,METx RP 2.1,C49H88O15,[M+Na]+,positive,939.6015,615,PTF44880,PTF44880 (C49H88O15),,,,,,78,2,0.205,,,20031.69481,,,,,,,,,,,,,,,,,,17100.46828,,,,,,,,,,,9173.571768,,24780.50376,41847.34825,,21118.81552,,,,,,7537.709859,,,,,,,13202.08681,,,,,8457.576757,,,66097.94931,8633.386396,,13154.8853,11811.36461,,,15693.19509,,,5967.516831,,5223.025246,11356.22693,,194661.4538,113874.255,8723.33655,,,6443.662748,,,,,,,18681.45184,,,9666.060995,,26012.82621,,,,,,6302.629545,,,,,,,,
1323,METx RP 2.1,C16H17NO7,[M+H]+,positive,336.1078,286,PTF51774,PTF51774 (C16H17NO7),,,,,,5778,2,0.2,,,,,,,,,,,,,,,,,,,,,,1934203.739,1298858.342,244384.5772,3826626.072,1633065.276,926191.5454,916293.6318,148245.4125,3407515.151,4874841.704,1164888.071,1754883.878,,,,,5508992.11,628424.5566,1871953.865,2293965.211,2609734.212,2669330.719,,,,,,1941467.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794504.72,,,,,,,,,,,,,,,,,
1324,METx RP 2.1,C7H13NOS2,[M+H]+,positive,192.0511,282,PTF33984,PTF33984 (C7H13NOS2),,,,,,5022,2,0.2,,,,,,,,,,,,,,,,,,,,,,248806.3269,1103984.185,,965482.5075,,,135412.1893,547155.9852,123510.2448,1576732.412,44536.26821,,,,,244147.0092,5830543.508,4894465.138,14240452.75,4896616.036,24544.89177,20983.31044,,,,,,138550.9398,,,,,,,,,,,,,,,,,7918.345299,7935.638173,,,,,,,,,,,,,,,,,,7777.468378,,91494.49281,,,,,,,,,,,,,,,,,
1325,METx RP 2.1,C17H28O5,[M+H-H2O]+,positive,295.1904,406,PTF39682,PTF39682 (C17H28O5),,,,,,4070,2,0.2,,,,,,,,,,,,,,,,,,,20221.45488,,,1247753.8,,777210.6195,715875.2992,1226730.131,887317.4745,656496.2392,367320.8247,1603534.389,679967.678,1581541.555,,2026398.371,3624179.014,4257856.476,3515291.207,,,,,,,,,,,,,,,,,,,,1374903.063,,221560.3911,1091788.562,3440590.022,3431696.017,686060.8419,,,,,,122872.6775,,,,,,,,,,,,,,,,,,593132.6127,,,,,,,,,,,,,41091.96662,,,,
1326,METx RP 2.1,C11H12N2O3,[M+H]+,positive,221.0921,204,PTF50306,PTF50306 (C11H12N2O3),,,,,,4076,2,0.2,,,,,,,,,,,,,,,,,,,,,,4512173.011,411087.2005,2108426.255,1072619.908,705849.6821,443178.4337,306313.6589,351514.608,1526696.193,476309.1639,961656.4167,3774412.488,,,,,265755.6472,285112.8285,2081273.411,2411064.182,2489334.873,462323.8097,,,,,,482226.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3402789.886,,,,,,,,,,,,,,,,,
1327,METx RP 2.1,C9H15NO3,[M+H]+,positive,186.1125,200,PTF54521,PTF54521 (C9H15NO3),,,,,,2858,2,0.2,,,,1128736.055,1758839.196,1985602.931,76827.04972,1119394.008,1681659.308,398823.1055,1049013.202,797224.8714,1075619.958,107259.0525,,,169981.9165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70579.86213,,,,,,,,,,,,,,,,,,,,,,,,1791385.384,,,,123723.9119,,,,,,,,,,,917668.0943,1201309.69,1096748.749,1889662.323,1567386.811,,,,,,,,,
1328,METx RP 2.1,C30H40O7,[M+H]+,positive,513.2847,186,PTF41186,PTF41186 (C30H40O7),,,,,,2136,2,0.2,,,,,19392.72108,39535.10524,160144.858,,,,179604.8059,,8807.503444,,152230.9884,,582154.0291,61276.90135,821144.9091,6565462.768,,,,,,,,,,,,,,,,,,13294.38727,,,,,,,,,,,,,,,,,9926.655138,,,,,,,,,,,,,,,,,,,,,,,,2030959.707,263205.1961,330412.3966,2795759.51,804705.7604,,,,,,,,,18678.0254,44467.69501,52656.36752,,,,,,,,,,
1329,METx RP 2.1,C39H66O16,[M+H]+,positive,791.4424,235,PTF38928,PTF38928 (C39H66O16),,,,,,1716,2,0.2,,,,65099.93328,70530.4355,95113.55663,740998.056,64603.78019,799131.2893,51591.61143,876824.5176,,211343.8683,10594.73613,,16421.31162,33239.09469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8077.356756,574221.6191,6882837.479,1008311.375,,,,,,,238578.4821,27334.42509,,152782.4138,81040.06759,,,,,,,,,
1330,METx RP 2.1,C26H43NO,[M+H]+,positive,386.3417,626,PTF27965,PTF27965 (C26H43NO),,,,,,1110,2,0.2,64495.03017,447155.8155,,,,,,,,,,,,,,,209690.61,,,,,,,,,,,,,,,,,,,,,,,,,,,16681.34809,,,,,,34884.48769,,,,1334715.438,766734.618,1085172.935,,,,,,,,,,,,,1090378.598,,,22774.74648,,,30894.9065,119660.0533,1313088.349,133068.734,85495.96239,,397992.2913,,,,,61115.48345,,112558.7126,,,,,,,,,45988.63641,,400304.428,,,,,
1331,METx RP 2.1,C23H40N2O6,[M+H]+,positive,441.2959,301,PTF50723,PTF50723 (C23H40N2O6),,,,,,1205,2,0.2,,,,,,,,,,,,,,,,,,,,,27979.30208,693739.8524,251721.2923,26273.92783,208705.4615,694863.8654,502706.4245,391106.3887,239012.4564,964930.3629,1109652.618,350084.9036,1775409.554,,,,,185804.8695,11869.27112,158647.2247,52905.56532,130801.8293,,,,,,,526061.5103,,,12253.77964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543374.2449,,,,,,,,,,,,,,,,,
1332,METx RP 2.1,C20H32O4,[M+H]+,positive,337.2373,431,PTF40954,PTF40954 (C20H32O4),,,,,,821,1,0.2,,238612.046,,,,,14818.02417,,,,46823.82862,,,,,,,,,,,,,57505.6135,,,,,,,,,,,,,,,337362.0483,,,484138.2021,,387560.1693,,193377.1363,,36962.27237,,,,,,252653.3602,110662.7172,148240.0381,103057.5226,67680.78999,,,,,,,,40292.66769,,,,837941.2597,,,1263046.001,,187125.3689,,,,,,,,,,,,,629713.2865,310319.3969,,,,,,,,,,,,,,,
1333,METx RP 2.1,C18H28O4,[M+H]+,positive,309.206,289,PTF28153,PTF28153 (C18H28O4),,,,,,642,2,0.2,32110.07288,,,,,,,,,,,,,,,,,,,,,136178.0822,,,,67305.89754,52440.96963,19252.3157,,90079.67886,43591.08557,111883.4969,37844.09456,,,,,505649.8651,447724.8873,,,411060.7085,,,60734.12278,51840.86641,,,,165885.0548,,,,,,,,,,,,,,,,,,,,25276.57324,815529.4188,,63155.82491,,,,,50106.92577,,,,,,,,,,,,,,,,,,767061.5581,761816.6088,,,,,,,
1334,METx RP 2.1,C16H32O4,[M-H]-,negative,287.2228,372,PTF29125,PTF29125 (C16H32O4),,,,,,10425,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414200.8161,,,,1232354.838,7431361.921,2147058.034,2738716.559,12710078.41,,,2688342.937,2691348.157,1243160.546,4558745.499,,,,15287176.92,5254015.976,,781101.2616,,,,,,,899031.2592,,,605783.5202,,899932.1392,,3493385.015,,,,,,,,,,,1450607.98,,,,,,,,,,5852252.947,,,,595877.4588,,,,,,,,,,,,,,,
1335,METx RP 2.1,C16H12O7,[M-H]-,negative,315.051,362,PTF33365,PTF33365 (C16H12O7),,,,,,9953,1,0.2,,,,,,,,,,,,,,,,,,,,,5376675.937,,1171336.231,2576111.67,2386807.011,,,1395401.062,4384991.489,,,2180885.924,428206.6659,12569505.91,5451877.04,5426071.655,10689038.66,2130391.605,339998.311,3864861.056,852198.7869,1734467.847,4045005.404,,,,,,,,,,,,,,,,,,,1955597.228,,708590.2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,METx RP 2.1,C9H17NO2,[M+H]+,positive,172.1332,541,PTF42489,PTF42489 (C9H17NO2),,,,,,460,2,0.2,,,83603.54764,138602.5673,,85238.11489,,,,101663.5374,,,,109858.7392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59081.4958,,,33305.10059,,,55984.25559,,,,,,,283715.7169,,,,,,187100.2112,321383.4239,,238414.8107,254118.2574,273121.6321,242340.9117,268147.8111,,,60032.20065,30317.87381,,,,,,,90307.09594,,,365928.1816,,,,,,,,105143.8443,151738.4929,,,,,,,
1337,METx RP 2.1,C21H36O5,[M+H]+,positive,369.2636,473,PTF48722,PTF48722 (C21H36O5),,,,,,335,2,0.2,,93632.57502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22962.70959,,,,,,,,,,,,,13398.1945,12818.39198,,,1110309.715,,182890.863,68099.53632,40502.11012,,27043.50868,,,,,,,59215.46831,23133.7392,,,7502.254767,,,,,,,71303.57991,,23896.64932,,,394073.7536,22592.68165,,,,,,,42164.31733,,,,,16051.57611,,,,,,,,,60067.01095,54335.2768,,,,
1338,METx RP 2.1,C24H46O3,[M-H]-,negative,381.3374,632,PTF30713,PTF30713 (C24H46O3),,,,,,6662,1,0.2,,,,,,,,,,,,,,,,,,,,,1438695.334,2079150.647,1472976.535,,,2649639.379,3808242.659,4860837.733,1689312.364,3089962.016,2198070.758,2614348.18,2976326.414,,,,,2068701.272,3347461.387,1597509.472,2651263.974,981420.6799,1425249.787,,,,,,3646497.164,,,,,,,,926088.2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114974.949,,,,,,,,,,,,,,,,,
1339,METx RP 2.1,C30H37N5O5,[M+H]+,positive,548.2867,407,PTF31125,PTF31125 (C30H37N5O5),,,,,,824,2,0.2,99659.78365,,,,,,,,,,,,,,50017.37777,,,,,43524.50796,,,,,,,,2812.08578,,,,42010.81209,,,,,,,,,,,,70766.05803,107859.5518,42523.90609,,,,,,111662.2198,7197.812742,,,,145943.7936,,,,,,,,,,,,,,,53939.003,,,,4414217.978,,88344.23174,,,,31415.6251,43981.94191,,101859.1073,15593.46327,,40810.91022,,,,,,,,,,,255500.2406,,,,,
1340,METx RP 2.1,C37H60O5,[M+H]+,positive,585.4514,607,PTF42285,PTF42285 (C37H60O5),,,,,,479,1,0.2,,,,,,,,,,,,,,,,,,,,,,,85568.46652,510577.2565,91438.4126,154635.1512,89090.57904,318659.4222,72444.3095,102495.9086,180805.5287,648453.0841,,,,,,140436.011,,278405.7837,,39514.46338,140039.0033,,,,,,57688.79843,,,,,,,,,,,,,,,,,80785.63111,52619.04054,,,,,,,,,,,,,,,,,,,,130296.4646,,,11421.84011,,,,,,,,,,,,,,
1341,METx RP 2.1,C17H31N3O6,[M+H]+,positive,374.2286,197,PTF52434,PTF52434 (C17H31N3O6),,,,,,399,2,0.2,,,,,,,,,,,,,,,,,26795.07566,66200.87443,29839.7565,,,,59725.29015,,,,,,,233250.4614,,,,,108709.0734,,,361599.883,150242.8565,,,273551.7435,,36375.76064,,,,,617794.632,,,,,,,,,,,194200.9606,91693.96991,,156086.3139,,,,,,,,,,,,,,96249.62865,,,23763.40598,49734.20605,,,17743.29835,,,,7526.266021,,188539.3569,,,,,,,,,,,,,,
1342,METx RP 2.1,C7H14O4,[M+H-H2O]+,positive,145.0859,144,PTF53616,PTF53616 (C7H14O4),,,,,,227,2,0.2,,,,106230.2946,6086.083874,306487.3172,13841.04035,237460.0437,305020.3917,137841.0302,316611.8426,6021.425405,42682.75163,37944.92752,20777.63722,12508.0389,,,,10359.41675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.694876,,,,22236.66855,30483.77091,,,,,,,13581.3055,24104.46303,18042.544,29798.49179,50449.82638,,,,,,,,,
1343,METx RP 2.1,C18H22O6,[M+H]+,positive,335.1489,537,PTF54245,PTF54245 (C18H22O6),,,,,,178,2,0.2,99710.08086,,,,,,,,,,,,,,31312.4191,,,,,,,,,,,66556.13195,,,,,,,,125055.4508,,,94123.7521,105812.8112,71243.75674,,,,,70833.54274,,31310.04951,,,78054.36636,64814.16868,80725.70158,,,,23422.02937,,,,,78725.19072,47216.76702,28555.06532,,,,,,30272.49162,,,,,,,,,,,,,,,,,,39449.69264,,29409.44883,,48463.33369,,,,,,,,,,,,,,
1344,METx RP 2.1,C16H30O3,[M-H]-,negative,269.2122,501,PTF54407,PTF54407 (C16H30O3),,,,,,2069,1,0.2,761269.1676,670030.1242,,,,,,,,,,,,,,,,,,,,884222.8984,,,,437498.722,310486.5392,747671.48,,923805.4928,,288822.9509,407108.4993,,,,,,,,,,,383027.993,1133061.525,283673.4528,,,1798678.357,679269.3297,837687.4996,1250453.718,565389.3614,,,,,,,,,,,,,,,,,,,,,,,,,797467.0366,,,,,,,,490482.4284,,,,,,,,,,,,,830086.2042,,,,,
1345,METx RP 2.1,C19H32O2,[M+H]+,positive,293.2475,534,PTF50470,PTF50470 (C19H32O2),,,,,,130,2,0.2,,41998.77422,,,,,,,,,,,,,,,,,,,19112.02623,49953.68322,51279.7719,,7726.820367,13605.93784,14180.53585,14001.4713,,,27512.41728,,,40096.1251,,,29025.65729,81694.23126,,20667.58375,,,244558.5154,20918.75649,24362.84778,,,,,,56691.7431,,,,,,86333.18207,,,,,34842.18422,,,,,,,,,,,,,,,,,,,,,,,,34867.17667,,,,,,,,,,,,,,,,,,
