Date,BioRep,Plate,Row,Column,Dilution_factor,Sample_number,Substrate,Pre-treatment,Insult,Sample_type,raw_SEAP,raw_ IFN,raw_viability,normalized_SEAP,normalized_IFN,normalized_viability
20251114,1,BP011,H,6,10,FF0167,Carrot,carrot,LPS+,sample,0.716,3008,1.739,78.579,6.165,109.595
20251114,1,BP011,H,7,10,FF0168,Beet,beet,LPS+,sample,0.930,7989,2.274,103.640,21.852,153.929
20251114,1,BP011,H,8,10,FF0169,Cucumber,cucumber,LPS+,sample,0.880,9630,1.902,97.713,27.020,123.135
20251114,1,BP011,H,9,10,FF0170,Cabbage,cabbage,LPS+,sample,0.995,10810,1.805,111.226,30.737,115.034
20251114,1,BP011,H,10,10,FF0171,Napa cabbage,napa cabbage,LPS+,sample,0.563,1738,1.474,60.726,2.165,87.623
20251114,1,BP011,H,11,10,blank,NA,PBS,LPS+,blank,0.941,33834,1.501,104.898,103.249,89.878
20251114,1,BP011,H,12,10,kill_control,NA,2.5% DMSO,LPS+,kill control,0.873,1258,0.375,96.891,0.654,-3.499
20260128,1,BP012,A,1,10,FF0036,Soy,Traditional Red Miso,LPS+,Sample,0.08,400,0.610,10.29,-1.81,14.06
20260128,1,BP012,A,2,10,FF0086,vegetable,Fermented seaweed salad,LPS+,Sample,0.12,970,1.380,22.37,-0.1,49.59
20260128,1,BP012,A,3,10,FF0140,Vegetable,Cultured Beets with fennel,LPS+,Sample,0.47,8021,3.210,130.53,21.06,134.39
20260128,1,BP012,A,4,10,FF0141,Vegetable,local culture beet + fennel,LPS+,Sample,0.52,7121,2.580,147.48,18.36,105.46
20260128,1,BP012,A,5,10,FF0142,Vegetable - Cabbage,Sinto Gourmet kraut-chi crunchy beet,LPS+,Sample,0.52,5290,3.640,147.23,12.87,154.29
20260128,1,BP012,A,6,10,FF0143,Vegetable,wild west ferments moroccan beets,LPS+,Sample,0.49,8691,2.970,136.45,23.07,123.48
20260128,1,BP012,A,7,10,FF0144,Vegetable - Cabbage,wildbrine red beet & cabbage,LPS+,Sample,0.53,7131,3.720,151.13,18.39,158.22
20260128,1,BP012,A,8,10,FF0145,Vegetable - Cabbage,wild west ferments simply sauerkraut,LPS+,Sample,0.51,5350,3.050,143.96,13.05,127.07
20260128,1,BP012,A,9,10,FF0172,grain,rejuvelac,LPS+,Sample,0.46,10432,3.550,128.5,28.3,150.08
20260128,1,BP012,A,10,10,FF0173,sugar,GT's kombucha,LPS+,Sample,0.45,25214,2.430,125.46,72.66,98.29
20260128,1,BP012,A,11,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.18,38653,2.480,41.93,112.98,100.71
20260128,1,BP012,A,12,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.18,42841,2.510,43,125.55,101.92
20260128,1,BP012,B,1,10,FF0036,Soy,Traditional Red Miso,LPS+,Sample,0.49,5940,2.800,138.65,14.82,115.64
20260128,1,BP012,B,2,10,FF0086,vegetable,Fermented seaweed salad,LPS+,Sample,0.4,4980,3.010,110.99,11.94,125.03
20260128,1,BP012,B,3,10,FF0140,Vegetable,Cultured Beets with fennel,LPS+,Sample,0.45,8311,3.040,126.75,21.93,126.74
20260128,1,BP012,B,4,10,FF0141,Vegetable,local culture beet + fennel,LPS+,Sample,0.52,7801,3.370,146.52,20.4,142.03
20260128,1,BP012,B,5,10,FF0142,Vegetable - Cabbage,Sinto Gourmet kraut-chi crunchy beet,LPS+,Sample,0.52,6270,3.560,146.54,15.81,150.87
20260128,1,BP012,B,6,10,FF0143,Vegetable,wild west ferments moroccan beets,LPS+,Sample,0.48,7211,2.900,135.03,18.63,120.32
20260128,1,BP012,B,7,10,FF0144,Vegetable - Cabbage,wildbrine red beet & cabbage,LPS+,Sample,0.51,7721,3.420,145.44,20.16,144.28
20260128,1,BP012,B,8,10,FF0145,Vegetable - Cabbage,wild west ferments simply sauerkraut,LPS+,Sample,0.5,4480,2.990,142.04,10.44,124.49
20260128,1,BP012,B,9,10,FF0172,grain,rejuvelac,LPS+,Sample,0.45,11332,3.380,124.42,31,142.6
20260128,1,BP012,B,10,10,FF0173,sugar,GT's kombucha,LPS+,Sample,0.43,29319,2.360,120.63,84.97,94.95
20260128,1,BP012,B,11,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.18,38072,2.470,42.58,111.24,100.15
20260128,1,BP012,B,12,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.18,39304,2.410,40.84,114.94,97.22
20260128,1,BP012,C,1,10,FF0036,Soy,Traditional Red Miso,LPS+,Sample,0.1,490,0.740,16.68,-1.54,20.3
20260128,1,BP012,C,2,10,FF0086,vegetable,Fermented seaweed salad,LPS+,Sample,0.42,6330,3.010,116.91,15.99,125.02
20260128,1,BP012,C,3,10,FF0140,Vegetable,Cultured Beets with fennel,LPS+,Sample,0.46,9011,3.060,127.49,24.03,127.38
20260128,1,BP012,C,4,10,FF0141,Vegetable,local culture beet + fennel,LPS+,Sample,0.51,8781,3.260,142.88,23.34,136.93
20260128,1,BP012,C,5,10,FF0142,Vegetable - Cabbage,Sinto Gourmet kraut-chi crunchy beet,LPS+,Sample,0.51,6440,3.430,143.34,16.32,144.71
20260128,1,BP012,C,6,10,FF0143,Vegetable,wild west ferments moroccan beets,LPS+,Sample,0.47,8571,2.790,130.81,22.71,115.09
20260128,1,BP012,C,7,10,FF0144,Vegetable - Cabbage,wildbrine red beet & cabbage,LPS+,Sample,0.52,8051,3.370,147.06,21.15,142.1
20260128,1,BP012,C,8,10,FF0145,Vegetable - Cabbage,wild west ferments simply sauerkraut,LPS+,Sample,0.51,5500,3.040,144.85,13.5,126.85
20260128,1,BP012,C,9,10,FF0172,grain,rejuvelac,LPS+,Sample,0.44,12423,3.740,121.68,34.27,158.92
20260128,1,BP012,C,10,10,FF0173,sugar,GT's kombucha,LPS+,Sample,0.44,31171,2.270,122.44,90.53,91.16
20260128,1,BP012,C,11,10,positive_control,NA,PBS,LPS+,positive_control,0.38,37641,2.340,104.48,109.95,94.1
20260128,1,BP012,C,12,10,positive_control,NA,PBS,LPS+,positive_control,0.32,30080,2.270,86.65,87.26,91.02
20260128,1,BP012,D,1,10,FF0036,Soy,Traditional Red Miso,LPS+,Sample,0.22,850,1.230,54.08,-0.46,42.75
20260128,1,BP012,D,2,10,FF0086,vegetable,Fermented seaweed salad,LPS+,Sample,0.42,6020,2.950,117.38,15.06,122.63
20260128,1,BP012,D,3,10,FF0140,Vegetable,Cultured Beets with fennel,LPS+,Sample,0.47,9482,3.020,130.35,25.45,125.75
20260128,1,BP012,D,4,10,FF0141,Vegetable,local culture beet + fennel,LPS+,Sample,0.51,7491,3.300,144.78,19.47,138.53
20260128,1,BP012,D,5,10,FF0142,Vegetable - Cabbage,Sinto Gourmet kraut-chi crunchy beet,LPS+,Sample,0.52,5980,3.450,146.04,14.94,145.48
20260128,1,BP012,D,6,10,FF0143,Vegetable,wild west ferments moroccan beets,LPS+,Sample,0.48,8121,2.870,135.4,21.36,118.93
20260128,1,BP012,D,7,10,FF0144,Vegetable - Cabbage,wildbrine red beet & cabbage,LPS+,Sample,0.52,6590,3.470,147.6,16.77,146.77
20260128,1,BP012,D,8,10,FF0145,Vegetable - Cabbage,wild west ferments simply sauerkraut,LPS+,Sample,0.5,4410,2.840,140.52,10.23,117.54
20260128,1,BP012,D,9,10,FF0172,grain,rejuvelac,LPS+,Sample,0.45,12043,3.300,124.15,33.13,138.61
20260128,1,BP012,D,10,10,FF0173,sugar,GT's kombucha,LPS+,Sample,0.44,31061,2.260,123.42,90.2,90.33
20260128,1,BP012,D,11,10,positive_control,NA,PBS,LPS+,positive_control,0.38,32543,2.410,104.39,94.65,97.53
20260128,1,BP012,D,12,10,positive_control,NA,PBS,LPS+,positive_control,0.38,37040,2.330,104.48,108.14,93.73
20260128,1,BP012,E,1,10,FF0174,Fruit,Wildbrine probiotic sriracha,LPS+,Sample,0.48,4210,2.710,135.72,9.63,111.21
20260128,1,BP012,E,2,10,FF0175,Fruit,Huy fong sriracha chili sauce,LPS+,Sample,0.29,10652,0.850,76.79,28.96,25.16
20260128,1,BP012,E,3,10,FF0176,Fruit,Mani pitted castelvetrano olives,LPS+,Sample,0.45,21500,2.610,125.51,61.51,106.69
20260128,1,BP012,E,4,10,FF0177,Fruit,Berkeley Bowl kalamata olives pitted,LPS+,Sample,0.55,20809,2.450,157.2,59.44,99.19
20260128,1,BP012,E,5,10,FF0178,Vegetable - Cabbage,Golden State Pickle Works cabbage w/ caraway,LPS+,Sample,0.46,9902,2.890,129,26.71,119.66
20260128,1,BP012,E,6,10,FF0179,Soy,Dragonfly preserved bean curd in chili oil,LPS+,Sample,0.4,5950,2.700,111.07,14.85,110.76
20260128,1,BP012,E,7,10,FF0180,Soy,NY natto black,LPS+,Sample,0.42,9972,2.740,116.42,26.92,112.9
20260128,1,BP012,E,8,10,FF0181,Soy,Lightlife organic tempeh original,LPS+,Sample,0.09,850,0.680,15.71,-0.46,17.12
20260128,1,BP012,E,9,10,FF0183,Meat,Fra'mani salametto salame,LPS+,Sample,0.1,990,0.800,16.1,-0.04,22.87
20260128,1,BP012,E,10,10,FF0184,Meat,Journeyman meat co saucisson sec salame,LPS+,Sample,0.44,25504,3.150,122.33,73.53,131.53
20260128,1,BP012,E,11,10,negative_control,NA,PBS,LPS-,negative_control,0.04,1080,1.880,0.03,0.23,72.75
20260128,1,BP012,E,12,10,negative_control,NA,PBS,LPS-,negative_control,0.04,970,1.870,-0.13,-0.1,72.42
20260128,1,BP012,F,1,10,FF0174,Fruit,Wildbrine probiotic sriracha,LPS+,Sample,0.45,3360,2.580,127,7.07,105.49
20260128,1,BP012,F,2,10,FF0175,Fruit,Huy fong sriracha chili sauce,LPS+,Sample,0.52,22331,1.910,146.58,64,74.49
20260128,1,BP012,F,3,10,FF0176,Fruit,Mani pitted castelvetrano olives,LPS+,Sample,0.48,22531,2.650,135.95,64.6,108.54
20260128,1,BP012,F,4,10,FF0177,Fruit,Berkeley Bowl kalamata olives pitted,LPS+,Sample,0.55,19918,2.400,157.75,56.76,97.19
20260128,1,BP012,F,5,10,FF0178,Vegetable - Cabbage,Golden State Pickle Works cabbage w/ caraway,LPS+,Sample,0.48,8231,2.990,135.8,21.69,124.28
20260128,1,BP012,F,6,10,FF0179,Soy,Dragonfly preserved bean curd in chili oil,LPS+,Sample,0.32,2600,2.290,86.89,4.79,92.08
20260128,1,BP012,F,7,10,FF0180,Soy,NY natto black,LPS+,Sample,0.44,5290,2.890,123.24,12.87,119.54
20260128,1,BP012,F,8,10,FF0181,Soy,Lightlife organic tempeh original,LPS+,Sample,0.42,15805,3.160,115.69,44.42,132.25
20260128,1,BP012,F,9,10,FF0183,Meat,Fra'mani salametto salame,LPS+,Sample,0.06,420,0.470,4.4,-1.75,7.51
20260128,1,BP012,F,10,10,FF0184,Meat,Journeyman meat co saucisson sec salame,LPS+,Sample,0.41,15005,3.100,112.48,42.02,129.29
20260128,1,BP012,F,11,10,negative_control,NA,PBS,LPS-,negative_control,0.04,1010,1.840,0.07,0.02,71.18
20260128,1,BP012,F,12,10,negative_control,NA,PBS,LPS-,negative_control,0.04,950,1.850,0.03,-0.16,71.51
20260128,1,BP012,G,1,10,FF0174,Fruit,Wildbrine probiotic sriracha,LPS+,Sample,0.45,3590,2.550,126,7.76,104.13
20260128,1,BP012,G,2,10,FF0175,Fruit,Huy fong sriracha chili sauce,LPS+,Sample,0.45,16676,1.480,125.81,47.03,54.52
20260128,1,BP012,G,3,10,FF0176,Fruit,Mani pitted castelvetrano olives,LPS+,Sample,0.48,22891,2.690,134.91,65.68,110.45
20260128,1,BP012,G,4,10,FF0177,Fruit,Berkeley Bowl kalamata olives pitted,LPS+,Sample,0.55,22030,2.430,156.39,63.1,98.29
20260128,1,BP012,G,5,10,FF0178,Vegetable - Cabbage,Golden State Pickle Works cabbage w/ caraway,LPS+,Sample,0.46,9131,3.000,127.07,24.39,124.72
20260128,1,BP012,G,6,10,FF0179,Soy,Dragonfly preserved bean curd in chili oil,LPS+,Sample,0.4,7001,2.770,110.42,18,114.19
20260128,1,BP012,G,7,10,FF0180,Soy,NY natto black,LPS+,Sample,0.44,11072,2.820,121.68,30.22,116.21
20260128,1,BP012,G,8,10,FF0181,Soy,Lightlife organic tempeh original,LPS+,Sample,0.19,3560,1.330,46.67,7.67,47.38
20260128,1,BP012,G,9,10,FF0183,Meat,Fra'mani salametto salame,LPS+,Sample,0.44,14424,4.000,121.24,40.28,171.1
20260128,1,BP012,G,10,10,FF0184,Meat,Journeyman meat co saucisson sec salame,LPS+,Sample,0.44,15425,3.410,121.04,43.28,143.97
20260128,1,BP012,G,11,10,blank,NA,PBS,LPS+,blank,0.04,1110,1.860,-1.19,0.32,72.19
20260128,1,BP012,G,12,10,kill_control,NA,2.5% DMSO,LPS+,kill_control,0.18,540,0.310,41.07,-1.39,0.29
20260128,1,BP012,H,1,10,FF0174,Fruit,Wildbrine probiotic sriracha,LPS+,Sample,0.45,3310,2.420,124.05,6.92,97.99
20260128,1,BP012,H,2,10,FF0175,Fruit,Huy fong sriracha chili sauce,LPS+,Sample,0.39,11933,1.090,106.52,32.8,36.26
20260128,1,BP012,H,3,10,FF0176,Fruit,Mani pitted castelvetrano olives,LPS+,Sample,0.42,17196,2.530,116.83,48.59,102.91
20260128,1,BP012,H,4,10,FF0177,Fruit,Berkeley Bowl kalamata olives pitted,LPS+,Sample,0.53,21049,2.330,151.32,60.16,93.72
20260128,1,BP012,H,5,10,FF0178,Vegetable - Cabbage,Golden State Pickle Works cabbage w/ caraway,LPS+,Sample,0.46,8341,2.880,127.17,22.02,119.06
20260128,1,BP012,H,6,10,FF0179,Soy,Dragonfly preserved bean curd in chili oil,LPS+,Sample,0.42,4500,2.490,115.44,10.5,101.29
20260128,1,BP012,H,7,10,FF0180,Soy,NY natto black,LPS+,Sample,0.44,6500,2.740,121.37,16.5,112.66
20260128,1,BP012,H,8,10,FF0181,Soy,Lightlife organic tempeh original,LPS+,Sample,0.04,540,0.130,0.27,-1.39,-8.03
20260128,1,BP012,H,9,10,FF0183,Meat,Fra'mani salametto salame,LPS+,Sample,0.05,50,0.190,0.63,-2.86,-5.58
20260128,1,BP012,H,10,10,FF0184,Meat,Journeyman meat co saucisson sec salame,LPS+,Sample,0.45,20879,3.160,125.91,59.65,132.03
20260128,1,BP012,H,11,10,blank,NA,PBS,LPS+,blank,0.04,750,1.790,0.39,-0.76,68.78
20260128,1,BP012,H,12,10,kill_control,NA,2.5% DMSO,LPS+,kill _control,0.17,620,0.300,38.93,-1.15,-0.29
20260128,2,BP012,A,1,10,FF0036,Soy,Traditional Red Miso,LPS+,Sample,0.576,12121,2.705,145.076,36.235,136.37
20260128,2,BP012,A,2,10,FF0086,vegetable,Fermented seaweed salad,LPS+,Sample,0.428,4668,2.553,104.811,11.494,128.053
20260128,2,BP012,A,3,10,FF0140,Vegetable,Cultured Beets with fennel,LPS+,Sample,0.611,8499,2.806,154.398,24.211,141.916
20260128,2,BP012,A,4,10,FF0141,Vegetable,local culture beet + fennel,LPS+,Sample,0.7,9600,2.991,178.625,27.866,152.048
20260128,2,BP012,A,5,10,FF0142,Vegetable - Cabbage,Sinto Gourmet kraut-chi crunchy beet,LPS+,Sample,0.698,6188,3.132,177.922,16.54,159.793
20260128,2,BP012,A,6,10,FF0143,Vegetable,wild west ferments moroccan beets,LPS+,Sample,0.661,8329,2.442,167.996,23.647,121.937
20260128,2,BP012,A,7,10,FF0144,Vegetable - Cabbage,wildbrine red beet & cabbage,LPS+,Sample,0.751,7659,3.093,192.452,21.423,157.665
20260128,2,BP012,A,8,10,FF0145,Vegetable - Cabbage,wild west ferments simply sauerkraut,LPS+,Sample,0.737,5088,2.581,188.52,12.888,129.556
20260128,2,BP012,A,9,10,FF0172,grain,rejuvelac,LPS+,Sample,0.648,12941,2.907,164.551,38.957,147.478
20260128,2,BP012,A,10,10,FF0173,sugar,GT's kombucha,LPS+,Sample,0.582,27915,1.982,146.588,88.664,96.709
20260128,2,BP012,A,11,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.24,37560,2.105,53.932,120.681,103.489
20260128,2,BP012,A,12,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.222,35827,2.122,49.173,114.928,104.416
20260128,2,BP012,B,1,10,FF0036,Soy,Traditional Red Miso,LPS+,Sample,0.677,7789,2.509,172.226,21.854,125.651
20260128,2,BP012,B,2,10,FF0086,vegetable,Fermented seaweed salad,LPS+,Sample,0.474,7309,2.356,117.269,20.261,117.247
20260128,2,BP012,B,3,10,FF0140,Vegetable,Cultured Beets with fennel,LPS+,Sample,0.545,8609,2.431,136.639,24.576,121.377
20260128,2,BP012,B,4,10,FF0141,Vegetable,local culture beet + fennel,LPS+,Sample,0.656,8619,2.678,166.55,24.61,134.894
20260128,2,BP012,B,5,10,FF0142,Vegetable - Cabbage,Sinto Gourmet kraut-chi crunchy beet,LPS+,Sample,0.67,7039,2.827,170.309,19.365,143.068
20260128,2,BP012,B,6,10,FF0143,Vegetable,wild west ferments moroccan beets,LPS+,Sample,0.616,7189,2.247,155.914,19.863,111.246
20260128,2,BP012,B,7,10,FF0144,Vegetable - Cabbage,wildbrine red beet & cabbage,LPS+,Sample,0.671,7659,2.826,170.556,21.423,143.007
20260128,2,BP012,B,8,10,FF0145,Vegetable - Cabbage,wild west ferments simply sauerkraut,LPS+,Sample,0.639,4538,2.248,161.945,11.062,111.306
20260128,2,BP012,B,9,10,FF0172,grain,rejuvelac,LPS+,Sample,0.564,10550,2.752,141.836,31.02,138.964
20260128,2,BP012,B,10,10,FF0173,sugar,GT's kombucha,LPS+,Sample,0.527,25442,1.898,131.806,80.454,92.139
20260128,2,BP012,B,11,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.217,30989,2.031,47.885,98.868,99.386
20260128,2,BP012,B,12,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.202,35236,1.909,43.682,112.966,92.71
20260128,2,BP012,C,1,10,FF0036,Soy,Traditional Red Miso,LPS+,Sample,0.672,6488,2.491,170.827,17.536,124.619
20260128,2,BP012,C,2,10,FF0086,vegetable,Fermented seaweed salad,LPS+,Sample,0.455,7139,2.249,112.289,19.697,111.388
20260128,2,BP012,C,3,10,FF0140,Vegetable,Cultured Beets with fennel,LPS+,Sample,0.501,8759,2.352,124.599,25.074,117.044
20260128,2,BP012,C,4,10,FF0141,Vegetable,local culture beet + fennel,LPS+,Sample,0.617,8479,2.622,156.123,24.145,131.806
20260128,2,BP012,C,5,10,FF0142,Vegetable - Cabbage,Sinto Gourmet kraut-chi crunchy beet,LPS+,Sample,0.642,7809,2.679,162.757,21.921,134.938
20260128,2,BP012,C,6,10,FF0143,Vegetable,wild west ferments moroccan beets,LPS+,Sample,0.614,9480,2.174,155.175,27.468,107.23
20260128,2,BP012,C,7,10,FF0144,Vegetable - Cabbage,wildbrine red beet & cabbage,LPS+,Sample,0.678,9470,2.807,172.563,27.434,141.998
20260128,2,BP012,C,8,10,FF0145,Vegetable - Cabbage,wild west ferments simply sauerkraut,LPS+,Sample,0.654,4538,2.196,166.071,11.062,108.464
20260128,2,BP012,C,9,10,FF0172,grain,rejuvelac,LPS+,Sample,0.573,11330,2.447,144.164,33.609,122.255
20260128,2,BP012,C,10,10,FF0173,sugar,GT's kombucha,LPS+,Sample,0.55,25813,1.950,137.83,81.686,94.975
20260128,2,BP012,C,11,10,positive_control,NA,PBS,LPS+,positive_control,0.43,29778,1.856,105.402,94.848,89.824
20260128,2,BP012,C,12,10,positive_control,NA,PBS,LPS+,positive_control,0.395,31911,1.717,95.991,101.929,82.21
20260128,2,BP012,D,1,10,FF0036,Soy,Traditional Red Miso,LPS+,Sample,0.644,5388,2.505,163.337,13.884,125.393
20260128,2,BP012,D,2,10,FF0086,vegetable,Fermented seaweed salad,LPS+,Sample,0.413,7859,2.063,100.875,22.087,101.174
20260128,2,BP012,D,3,10,FF0140,Vegetable,Cultured Beets with fennel,LPS+,Sample,0.464,8719,2.328,114.775,24.941,115.683
20260128,2,BP012,D,4,10,FF0141,Vegetable,local culture beet + fennel,LPS+,Sample,0.562,9350,2.577,141.186,27.036,129.37
20260128,2,BP012,D,5,10,FF0142,Vegetable - Cabbage,Sinto Gourmet kraut-chi crunchy beet,LPS+,Sample,0.598,6538,2.800,150.818,17.702,141.619
20260128,2,BP012,D,6,10,FF0143,Vegetable,wild west ferments moroccan beets,LPS+,Sample,0.581,9800,2.202,146.209,28.53,108.782
20260128,2,BP012,D,7,10,FF0144,Vegetable - Cabbage,wildbrine red beet & cabbage,LPS+,Sample,0.667,10130,2.807,169.574,29.625,141.954
20260128,2,BP012,D,8,10,FF0145,Vegetable - Cabbage,wild west ferments simply sauerkraut,LPS+,Sample,0.643,4858,2.393,163.055,12.125,119.287
20260128,2,BP012,D,9,10,FF0172,grain,rejuvelac,LPS+,Sample,0.552,11541,2.730,138.476,34.309,137.763
20260128,2,BP012,D,10,10,FF0173,sugar,GT's kombucha,LPS+,Sample,0.515,26664,1.877,128.466,84.511,90.976
20260128,2,BP012,D,11,10,positive_control,NA,PBS,LPS+,positive_control,0.431,29467,1.905,105.65,93.816,92.49
20260128,2,BP012,D,12,10,positive_control,NA,PBS,LPS+,positive_control,0.384,34164,1.813,92.956,109.408,87.449
20260128,2,BP012,E,1,10,FF0174,Fruit,Wildbrine probiotic sriracha,LPS+,Sample,0.59,5688,2.205,148.877,14.88,108.936
20260128,2,BP012,E,2,10,FF0175,Fruit,Huy fong sriracha chili sauce,LPS+,Sample,0.502,19456,1.512,124.851,60.584,70.959
20260128,2,BP012,E,3,10,FF0176,Fruit,Mani pitted castelvetrano olives,LPS+,Sample,0.431,16764,2.106,105.863,51.647,103.538
20260128,2,BP012,E,4,10,FF0177,Fruit,Berkeley Bowl kalamata olives pitted,LPS+,Sample,0.556,27645,1.944,139.679,87.767,94.646
20260128,2,BP012,E,5,10,FF0178,Vegetable - Cabbage,Golden State Pickle Works cabbage w/ caraway,LPS+,Sample,0.498,8119,2.253,123.896,22.95,111.608
20260128,2,BP012,E,6,10,FF0179,Soy,Dragonfly preserved bean curd in chili oil,LPS+,Sample,0.475,7989,2.117,117.675,22.518,104.142
20260128,2,BP012,E,7,10,FF0180,Soy,NY natto black,LPS+,Sample,0.513,9069,2.214,127.952,26.103,109.474
20260128,2,BP012,E,8,10,FF0181,Soy,Lightlife organic tempeh original,LPS+,Sample,0.522,21818,2.181,130.337,68.424,107.636
20260128,2,BP012,E,9,10,FF0183,Meat,Fra'mani salametto salame,LPS+,Sample,0.541,39042,2.273,135.429,125.6,112.683
20260128,2,BP012,E,10,10,FF0184,Meat,Journeyman meat co saucisson sec salame,LPS+,Sample,0.524,35086,2.349,131.022,112.468,116.852
20260128,2,BP012,E,11,10,negative_control,NA,PBS,LPS-,negative_control,0.042,1298,1.515,0.397,0.307,71.118
20260128,2,BP012,E,12,10,negative_control,NA,PBS,LPS-,negative_control,0.039,1218,1.481,-0.461,0.041,69.264
20260128,2,BP012,F,1,10,FF0174,Fruit,Wildbrine probiotic sriracha,LPS+,Sample,0.575,4588,2.118,144.651,11.228,104.164
20260128,2,BP012,F,2,10,FF0175,Fruit,Huy fong sriracha chili sauce,LPS+,Sample,0.53,24962,1.653,132.518,78.861,78.661
20260128,2,BP012,F,3,10,FF0176,Fruit,Mani pitted castelvetrano olives,LPS+,Sample,0.425,21288,1.953,104.208,66.665,95.129
20260128,2,BP012,F,4,10,FF0177,Fruit,Berkeley Bowl kalamata olives pitted,LPS+,Sample,0.551,26994,1.914,138.078,85.606,93.006
20260128,2,BP012,F,5,10,FF0178,Vegetable - Cabbage,Golden State Pickle Works cabbage w/ caraway,LPS+,Sample,0.472,7109,2.220,116.851,19.597,109.781
20260128,2,BP012,F,6,10,FF0179,Soy,Dragonfly preserved bean curd in chili oil,LPS+,Sample,0.463,11130,2.132,114.404,32.945,104.959
20260128,2,BP012,F,7,10,FF0180,Soy,NY natto black,LPS+,Sample,0.495,6769,2.223,123.026,18.468,109.934
20260128,2,BP012,F,8,10,FF0181,Soy,Lightlife organic tempeh original,LPS+,Sample,0.516,25653,2.223,128.852,81.155,109.956
20260128,2,BP012,F,9,10,FF0183,Meat,Fra'mani salametto salame,LPS+,Sample,0.532,38211,2.274,133.094,122.842,112.732
20260128,2,BP012,F,10,10,FF0184,Meat,Journeyman meat co saucisson sec salame,LPS+,Sample,0.471,35687,2.289,116.534,114.463,113.555
20260128,2,BP012,F,11,10,negative_control,NA,PBS,LPS-,negative_control,0.041,1108,1.513,0.057,-0.324,71.009
20260128,2,BP012,F,12,10,negative_control,NA,PBS,LPS-,negative_control,0.04,1198,1.512,0.007,-0.025,70.915
20260128,2,BP012,G,1,10,FF0174,Fruit,Wildbrine probiotic sriracha,LPS+,Sample,0.575,3998,1.932,144.635,9.27,93.988
20260128,2,BP012,G,2,10,FF0175,Fruit,Huy fong sriracha chili sauce,LPS+,Sample,0.526,18485,1.561,131.346,57.36,73.625
20260128,2,BP012,G,3,10,FF0176,Fruit,Mani pitted castelvetrano olives,LPS+,Sample,0.48,19236,2.089,118.916,59.853,102.573
20260128,2,BP012,G,4,10,FF0177,Fruit,Berkeley Bowl kalamata olives pitted,LPS+,Sample,0.537,22499,1.898,134.447,70.685,92.128
20260128,2,BP012,G,5,10,FF0178,Vegetable - Cabbage,Golden State Pickle Works cabbage w/ caraway,LPS+,Sample,0.472,7429,2.250,116.866,20.659,111.41
20260128,2,BP012,G,6,10,FF0179,Soy,Dragonfly preserved bean curd in chili oil,LPS+,Sample,0.44,8479,2.099,108.043,24.145,103.132
20260128,2,BP012,G,7,10,FF0180,Soy,NY natto black,LPS+,Sample,0.481,7719,2.304,119.213,21.622,114.383
20260128,2,BP012,G,8,10,FF0181,Soy,Lightlife organic tempeh original,LPS+,Sample,0.497,18966,2.238,123.559,58.957,110.785
20260128,2,BP012,G,9,10,FF0183,Meat,Fra'mani salametto salame,LPS+,Sample,0.535,37119,2.214,133.902,119.217,109.457
20260128,2,BP012,G,10,10,FF0184,Meat,Journeyman meat co saucisson sec salame,LPS+,Sample,0.507,29397,2.391,126.289,93.583,119.139
20260128,2,BP012,G,11,10,blank,NA,PBS,LPS+,blank,0.036,1028,1.514,-1.115,-0.589,71.063
20260128,2,BP012,G,12,10,kill_control,NA,2.5% DMSO,LPS+,kill_control,0.214,448,0.220,46.872,-2.515,0.063
20260128,2,BP012,H,1,10,FF0174,Fruit,Wildbrine probiotic sriracha,LPS+,Sample,0.422,4758,2.032,103.191,11.793,99.473
20260128,2,BP012,H,2,10,FF0175,Fruit,Huy fong sriracha chili sauce,LPS+,Sample,0.506,13352,1.601,126.045,40.321,75.819
20260128,2,BP012,H,3,10,FF0176,Fruit,Mani pitted castelvetrano olives,LPS+,Sample,0.416,7879,2.144,101.567,22.153,105.606
20260128,2,BP012,H,4,10,FF0177,Fruit,Berkeley Bowl kalamata olives pitted,LPS+,Sample,0.523,20587,1.933,130.65,64.338,94.043
20260128,2,BP012,H,5,10,FF0178,Vegetable - Cabbage,Golden State Pickle Works cabbage w/ caraway,LPS+,Sample,0.468,11330,1.999,115.846,33.609,97.68
20260128,2,BP012,H,6,10,FF0179,Soy,Dragonfly preserved bean curd in chili oil,LPS+,Sample,0.331,2018,1.559,78.77,2.697,73.526
20260128,2,BP012,H,7,10,FF0180,Soy,NY natto black,LPS+,Sample,0.511,5038,2.350,127.31,12.722,116.923
20260128,2,BP012,H,8,10,FF0181,Soy,Lightlife organic tempeh original,LPS+,Sample,0.521,16344,2.268,129.966,50.253,112.425
20260128,2,BP012,H,9,10,FF0183,Meat,Fra'mani salametto salame,LPS+,Sample,0.556,27325,2.326,139.617,86.705,115.579
