Date,BioRep,Plate,Row,Column,Dilution_factor,Sample_number,Substrate,Pre-treatment,Insult,Sample_type,raw_SEAP,raw_ IFN,raw_viability,normalized_SEAP,normalized_IFN,normalized_viability
20260128,2,BP012,H,10,10,FF0184,Meat,Journeyman meat co saucisson sec salame,LPS+,Sample,0.508,36428,2.256,126.637,116.923,111.778
20260128,2,BP012,H,11,10,blank,NA,PBS,LPS+,blank,0.044,1108,1.483,1,-0.324,69.341
20260128,2,BP012,H,12,10,kill_control,NA,2.5% DMSO,LPS+,kill_control,0.187,438,0.218,39.711,-2.548,-0.063
20260204,1,BP013,A,1,10,FF0187,Fruit,Equal Exchange 92% cacao total eclipse chocolate,LPS+,Sample,0.571,26738,2.698,112.254,88.87,108.946
20260204,1,BP013,A,2,10,FF0188,Fruit,Taza 95% dark chocolate wicked dark chocolate,LPS+,Sample,0.553,28551,2.614,108.521,95.104,105.066
20260204,1,BP013,A,3,10,FF0190,Fruit,Alter Eco total blackout 100% cacao chocolate,LPS+,Sample,0.547,29031,2.579,107.152,96.754,103.449
20260204,1,BP013,A,4,10,FF0191,Vegetable,The Tao of Tea organic Topaz puer,LPS+,Sample,0.452,4883,2.760,86.994,13.727,111.789
20260204,1,BP013,A,5,10,FF0192,fruit,Braggs apple cider vinegar,LPS+,Sample,0.633,4263,2.480,125.513,11.596,98.883
20260204,1,BP013,A,6,10,FF0198,grain,Cafe Colucci injera batter,LPS+,Sample,0.468,7794,2.394,90.394,23.736,94.947
20260204,1,BP013,A,7,10,FF0199,Grain,Cafe Colucci injera cooked,LPS+,Sample,0.515,11485,2.195,100.499,36.427,85.778
20260204,1,BP013,A,8,10,FF0200,Vegetable,Wise Goat honey fermented garlic,LPS+,Sample,0.528,9905,2.865,103.094,30.994,116.651
20260204,1,BP013,A,9,10,FF0201,Fruit,Cultured Pickle Indian pickled limes,LPS+,Sample,0.587,10985,1.935,115.624,34.707,73.77
20260204,1,BP013,A,10,10,FF0202,Fruit,Cultured Pickle Chile paste,LPS+,Sample,0.577,13507,2.338,113.663,43.379,92.335
20260204,1,BP013,A,11,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.251,37784,2.501,44.354,126.849,99.859
20260204,1,BP013,A,12,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.267,42182,2.547,47.799,141.971,101.998
20260204,1,BP013,B,1,10,FF0187,Fruit,Equal Exchange 92% cacao total eclipse chocolate,LPS+,Sample,0.563,19781,2.618,110.658,64.95,105.251
20260204,1,BP013,B,2,10,FF0188,Fruit,Taza 95% dark chocolate wicked dark chocolate,LPS+,Sample,0.57,27740,2.493,112.157,92.315,99.486
20260204,1,BP013,B,3,10,FF0190,Fruit,Alter Eco total blackout 100% cacao chocolate,LPS+,Sample,0.576,31304,2.374,113.402,104.569,94.003
20260204,1,BP013,B,4,10,FF0191,Vegetable,The Tao of Tea organic Topaz puer,LPS+,Sample,0.529,3623,2.749,103.437,9.395,111.282
20260204,1,BP013,B,5,10,FF0192,fruit,Braggs apple cider vinegar,LPS+,Sample,0.657,6213,2.499,130.642,18.3,99.772
20260204,1,BP013,B,6,10,FF0198,grain,Cafe Colucci injera batter,LPS+,Sample,0.564,9645,2.467,110.773,30.1,98.316
20260204,1,BP013,B,7,10,FF0199,Grain,Cafe Colucci injera cooked,LPS+,Sample,0.519,9204,2.107,101.218,28.584,81.7
20260204,1,BP013,B,8,10,FF0200,Vegetable,Wise Goat honey fermented garlic,LPS+,Sample,0.593,9785,2.771,116.977,30.582,112.324
20260204,1,BP013,B,9,10,FF0201,Fruit,Cultured Pickle Indian pickled limes,LPS+,Sample,0.64,11706,1.950,127.045,37.186,74.47
20260204,1,BP013,B,10,10,FF0202,Fruit,Cultured Pickle Chile paste,LPS+,Sample,0.631,17509,2.271,125.136,57.139,89.252
20260204,1,BP013,B,11,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.275,34359,2.507,49.338,115.073,100.141
20260204,1,BP013,B,12,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.268,37975,2.461,47.939,127.506,98.002
20260204,1,BP013,C,1,10,FF0187,Fruit,Equal Exchange 92% cacao total eclipse chocolate,LPS+,Sample,0.547,29392,2.295,107.191,97.995,90.363
20260204,1,BP013,C,2,10,FF0188,Fruit,Taza 95% dark chocolate wicked dark chocolate,LPS+,Sample,0.541,26708,2.372,105.911,88.767,93.925
20260204,1,BP013,C,3,10,FF0190,Fruit,Alter Eco total blackout 100% cacao chocolate,LPS+,Sample,0.562,24886,2.391,110.36,82.503,94.809
20260204,1,BP013,C,4,10,FF0191,Vegetable,The Tao of Tea organic Topaz puer,LPS+,Sample,0.481,5413,2.570,93.168,15.55,103.062
20260204,1,BP013,C,5,10,FF0192,fruit,Braggs apple cider vinegar,LPS+,Sample,0.64,8794,2.474,126.957,27.174,98.634
20260204,1,BP013,C,6,10,FF0198,grain,Cafe Colucci injera batter,LPS+,Sample,0.57,15538,2.260,112.115,50.362,88.75
20260204,1,BP013,C,7,10,FF0199,Grain,Cafe Colucci injera cooked,LPS+,Sample,0.517,10175,2.057,100.82,31.923,79.391
20260204,1,BP013,C,8,10,FF0200,Vegetable,Wise Goat honey fermented garlic,LPS+,Sample,0.608,9274,2.722,120.125,28.825,110.052
20260204,1,BP013,C,9,10,FF0201,Fruit,Cultured Pickle Indian pickled limes,LPS+,Sample,0.644,8964,1.600,127.904,27.759,58.352
20260204,1,BP013,C,10,10,FF0202,Fruit,Cultured Pickle Chile paste,LPS+,Sample,0.607,14077,2.172,119.943,45.339,84.681
20260204,1,BP013,C,11,10,positive_control,NA,PBS,LPS+,positive_control,0.516,29832,2.204,100.562,99.508,86.193
20260204,1,BP013,C,12,10,positive_control,NA,PBS,LPS+,positive_control,0.491,32857,2.127,95.39,109.909,82.617
20260204,1,BP013,D,1,10,FF0187,Fruit,Equal Exchange 92% cacao total eclipse chocolate,LPS+,Sample,0.59,24216,2.609,116.37,80.199,104.831
20260204,1,BP013,D,2,10,FF0188,Fruit,Taza 95% dark chocolate wicked dark chocolate,LPS+,Sample,0.571,26668,2.527,112.3,88.63,101.071
20260204,1,BP013,D,3,10,FF0190,Fruit,Alter Eco total blackout 100% cacao chocolate,LPS+,Sample,0.564,31615,2.349,110.885,105.639,92.874
20260204,1,BP013,D,4,10,FF0191,Vegetable,The Tao of Tea organic Topaz puer,LPS+,Sample,0.52,7114,2.664,101.531,21.398,107.389
20260204,1,BP013,D,5,10,FF0192,fruit,Braggs apple cider vinegar,LPS+,Sample,0.64,14887,2.539,127.012,48.124,101.629
20260204,1,BP013,D,6,10,FF0198,grain,Cafe Colucci injera batter,LPS+,Sample,0.569,11165,2.431,111.866,35.326,96.639
20260204,1,BP013,D,7,10,FF0199,Grain,Cafe Colucci injera cooked,LPS+,Sample,0.566,12736,2.116,111.247,40.728,82.105
20260204,1,BP013,D,8,10,FF0200,Vegetable,Wise Goat honey fermented garlic,LPS+,Sample,0.603,9024,2.814,119.038,27.965,114.287
20260204,1,BP013,D,9,10,FF0201,Fruit,Cultured Pickle Indian pickled limes,LPS+,Sample,0.641,10385,2.602,127.243,32.645,104.504
20260204,1,BP013,D,10,10,FF0202,Fruit,Cultured Pickle Chile paste,LPS+,Sample,0.642,12846,2.702,127.394,41.106,109.13
20260204,1,BP013,D,11,10,positive_control,NA,PBS,LPS+,positive_control,0.526,28350,2.267,102.717,94.413,89.086
20260204,1,BP013,D,12,10,positive_control,NA,PBS,LPS+,positive_control,0.519,28861,2.250,101.33,96.17,88.28
20260204,1,BP013,E,1,10,FF0203,Fruit,Cultured Pickle umeboshi,LPS+,Sample,0.616,21553,1.610,121.916,71.043,58.826
20260204,1,BP013,E,2,10,FF0204,Fruit,Wild West Ferments spicy Italian pickle,LPS+,Sample,0.621,16679,2.509,122.939,54.285,100.242
20260204,1,BP013,E,3,10,FF0205,Fruit,Wild West Ferments preserved lemon,LPS+,Sample,0.685,23885,1.878,136.604,79.061,71.134
20260204,1,BP013,E,4,10,FF0206,Fruit,Wild West Ferments Chili paste,LPS+,Sample,0.645,12996,2.762,128.008,41.622,111.877
20260204,1,BP013,E,5,10,FF0209,Vegetable,Taro brand sour poi,LPS+,Sample,0.617,27239,2.303,122.007,90.593,90.727
20260204,1,BP013,E,6,10,FF0210,Fruit,Cultured spicy okra,LPS+,Sample,0.665,18770,2.638,132.272,61.474,106.154
20260204,1,BP013,E,7,10,FF0211,Grain,Kopabana cassava fufu,LPS+,Sample,0.538,18190,2.600,105.306,59.48,104.435
20260204,1,BP013,E,8,10,FF0212,Grain,Kopabana cassava couscous / attieke,LPS+,Sample,0.586,19561,2.775,115.496,64.194,112.467
20260204,1,BP013,E,9,10,FF0213,Grain,Wala ga kenkey,LPS+,Sample,0.638,13927,3.197,126.617,44.823,131.926
20260204,1,BP013,E,10,10,FF0216,Meat - Fish,Barrio fiesta bagoong hipon,LPS+,Sample,0.655,8834,3.072,130.138,27.312,126.193
20260204,1,BP013,E,11,10,negative_control,NA,PBS,LPS-,negative_control,0.043,863,1.773,0.063,-0.095,66.328
20260204,1,BP013,E,12,10,negative_control,NA,PBS,LPS-,negative_control,0.042,953,1.919,-0.098,0.215,73.037
20260204,1,BP013,F,1,10,FF0203,Fruit,Cultured Pickle umeboshi,LPS+,Sample,0.42,5623,0.977,80.126,16.272,29.626
20260204,1,BP013,F,2,10,FF0204,Fruit,Wild West Ferments spicy Italian pickle,LPS+,Sample,0.63,18720,2.456,124.893,61.302,97.781
20260204,1,BP013,F,3,10,FF0205,Fruit,Wild West Ferments preserved lemon,LPS+,Sample,0.666,20802,1.934,132.551,68.461,73.742
20260204,1,BP013,F,4,10,FF0206,Fruit,Wild West Ferments Chili paste,LPS+,Sample,0.647,9094,2.761,128.442,28.206,111.826
20260204,1,BP013,F,5,10,FF0209,Vegetable,Taro brand sour poi,LPS+,Sample,0.603,25847,2.249,119.129,85.807,88.248
20260204,1,BP013,F,6,10,FF0210,Fruit,Cultured spicy okra,LPS+,Sample,0.633,16849,2.466,125.573,54.869,98.237
20260204,1,BP013,F,7,10,FF0211,Grain,Kopabana cassava fufu,LPS+,Sample,0.559,23375,2.408,109.841,77.308,95.565
20260204,1,BP013,F,8,10,FF0212,Grain,Kopabana cassava couscous / attieke,LPS+,Sample,0.573,17830,2.782,112.761,58.242,112.794
20260204,1,BP013,F,9,10,FF0213,Grain,Wala ga kenkey,LPS+,Sample,0.622,12156,3.249,123.081,38.734,134.345
20260204,1,BP013,F,10,10,FF0216,Meat - Fish,Barrio fiesta bagoong hipon,LPS+,Sample,0.607,15178,2.797,119.888,49.124,113.485
20260204,1,BP013,F,11,10,negative_control,NA,PBS,LPS-,negative_control,0.043,733,1.755,0.178,-0.542,65.476
20260204,1,BP013,F,12,10,negative_control,NA,PBS,LPS-,negative_control,0.042,1013,1.747,-0.143,0.421,65.116
20260204,1,BP013,G,1,10,FF0203,Fruit,Cultured Pickle umeboshi,LPS+,Sample,0.606,23515,1.714,119.645,77.789,63.577
20260204,1,BP013,G,2,10,FF0204,Fruit,Wild West Ferments spicy Italian pickle,LPS+,Sample,0.649,18160,2.375,128.967,59.377,94.072
20260204,1,BP013,G,3,10,FF0205,Fruit,Wild West Ferments preserved lemon,LPS+,Sample,0.671,26618,1.928,133.538,88.458,73.438
20260204,1,BP013,G,4,10,FF0206,Fruit,Wild West Ferments Chili paste,LPS+,Sample,0.632,11355,2.626,125.324,35.98,105.61
20260204,1,BP013,G,5,10,FF0209,Vegetable,Taro brand sour poi,LPS+,Sample,0.618,22123,2.224,122.389,73.003,87.096
20260204,1,BP013,G,6,10,FF0210,Fruit,Cultured spicy okra,LPS+,Sample,0.651,13947,2.558,129.258,44.892,102.481
20260204,1,BP013,G,7,10,FF0211,Grain,Kopabana cassava fufu,LPS+,Sample,0.562,22264,2.454,110.445,73.488,97.694
20260204,1,BP013,G,8,10,FF0212,Grain,Kopabana cassava couscous / attieke,LPS+,Sample,0.592,19851,2.696,116.683,65.191,108.831
20260204,1,BP013,G,9,10,FF0213,Grain,Wala ga kenkey,LPS+,Sample,0.638,11636,3.254,126.545,36.946,134.571
20260204,1,BP013,G,10,10,FF0216,Meat - Fish,Barrio fiesta bagoong hipon,LPS+,Sample,0.662,9585,2.978,131.641,29.894,121.834
20260204,1,BP013,G,11,10,blank,NA,PBS,LPS-,blank,0.038,863,1.763,-0.872,-0.095,65.853
20260204,1,BP013,G,12,10,kill_control,NA,2.5% DMSO,LPS+,kill_control,0.261,313,0.332,46.412,-1.986,-0.104
20260204,1,BP013,H,1,10,FF0203,Fruit,Cultured Pickle umeboshi,LPS+,Sample,0.609,26638,1.707,120.447,88.527,63.273
20260204,1,BP013,H,2,10,FF0204,Fruit,Wild West Ferments spicy Italian pickle,LPS+,Sample,0.606,20472,2.569,119.852,67.326,102.993
20260204,1,BP013,H,3,10,FF0205,Fruit,Wild West Ferments preserved lemon,LPS+,Sample,0.643,30543,1.965,127.662,101.953,75.147
20260204,1,BP013,H,4,10,FF0206,Fruit,Wild West Ferments Chili paste,LPS+,Sample,0.621,8374,2.794,122.951,25.73,113.37
20260204,1,BP013,H,5,10,FF0209,Vegetable,Taro brand sour poi,LPS+,Sample,0.601,27590,2.185,118.786,91.8,85.285
20260204,1,BP013,H,6,10,FF0210,Fruit,Cultured spicy okra,LPS+,Sample,0.643,16639,2.465,127.649,54.147,98.214
20260204,1,BP013,H,7,10,FF0211,Grain,Kopabana cassava fufu,LPS+,Sample,0.55,23455,2.418,107.899,77.583,96.03
20260204,1,BP013,H,8,10,FF0212,Grain,Kopabana cassava couscous / attieke,LPS+,Sample,0.547,28040,2.338,107.24,93.347,92.339
20260204,1,BP013,H,9,10,FF0213,Grain,Wala ga kenkey,LPS+,Sample,0.612,17679,3.044,120.935,57.723,124.894
20260204,1,BP013,H,10,10,FF0216,Meat - Fish,Barrio fiesta bagoong hipon,LPS+,Sample,0.658,4903,3.108,130.894,13.796,127.852
20260204,1,BP013,H,11,10,blank,NA,PBS,LPS-,blank,0.046,763,1.746,0.785,-0.438,65.07
20260204,1,BP013,H,12,10,kill_control,NA,2.5% DMSO,LPS+,kill _control,0.255,393,0.336,45.192,-1.711,0.104
20260206,2,BP013,A,1,10,FF0187,Fruit,Equal Exchange 92% cacao total eclipse chocolate,LPS+,Sample,0.571,26738,2.698,112.254,88.87,108.946
20260206,2,BP013,A,2,10,FF0188,Fruit,Taza 95% dark chocolate wicked dark chocolate,LPS+,Sample,0.553,28551,2.614,108.521,95.104,105.066
20260206,2,BP013,A,3,10,FF0190,Fruit,Alter Eco total blackout 100% cacao chocolate,LPS+,Sample,0.547,29031,2.579,107.152,96.754,103.449
20260206,2,BP013,A,4,10,FF0191,Vegetable,The Tao of Tea organic Topaz puer,LPS+,Sample,0.452,4883,2.760,86.994,13.727,111.789
20260206,2,BP013,A,5,10,FF0192,fruit,Braggs apple cider vinegar,LPS+,Sample,0.633,4263,2.480,125.513,11.596,98.883
20260206,2,BP013,A,6,10,FF0198,grain,Cafe Colucci injera batter,LPS+,Sample,0.468,7794,2.394,90.394,23.736,94.947
20260206,2,BP013,A,7,10,FF0199,Grain,Cafe Colucci injera cooked,LPS+,Sample,0.515,11485,2.195,100.499,36.427,85.778
20260206,2,BP013,A,8,10,FF0200,Vegetable,Wise Goat honey fermented garlic,LPS+,Sample,0.528,9905,2.865,103.094,30.994,116.651
20260206,2,BP013,A,9,10,FF0201,Fruit,Cultured Pickle Indian pickled limes,LPS+,Sample,0.587,10985,1.935,115.624,34.707,73.77
20260206,2,BP013,A,10,10,FF0202,Fruit,Cultured Pickle Chile paste,LPS+,Sample,0.577,13507,2.338,113.663,43.379,92.335
20260206,2,BP013,A,11,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.251,37784,2.501,44.354,126.849,99.859
20260206,2,BP013,A,12,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.267,42182,2.547,47.799,141.971,101.998
20260206,2,BP013,B,1,10,FF0187,Fruit,Equal Exchange 92% cacao total eclipse chocolate,LPS+,Sample,0.563,19781,2.618,110.658,64.95,105.251
20260206,2,BP013,B,2,10,FF0188,Fruit,Taza 95% dark chocolate wicked dark chocolate,LPS+,Sample,0.57,27740,2.493,112.157,92.315,99.486
20260206,2,BP013,B,3,10,FF0190,Fruit,Alter Eco total blackout 100% cacao chocolate,LPS+,Sample,0.576,31304,2.374,113.402,104.569,94.003
20260206,2,BP013,B,4,10,FF0191,Vegetable,The Tao of Tea organic Topaz puer,LPS+,Sample,0.529,3623,2.749,103.437,9.395,111.282
20260206,2,BP013,B,5,10,FF0192,fruit,Braggs apple cider vinegar,LPS+,Sample,0.657,6213,2.499,130.642,18.3,99.772
20260206,2,BP013,B,6,10,FF0198,grain,Cafe Colucci injera batter,LPS+,Sample,0.564,9645,2.467,110.773,30.1,98.316
20260206,2,BP013,B,7,10,FF0199,Grain,Cafe Colucci injera cooked,LPS+,Sample,0.519,9204,2.107,101.218,28.584,81.7
20260206,2,BP013,B,8,10,FF0200,Vegetable,Wise Goat honey fermented garlic,LPS+,Sample,0.593,9785,2.771,116.977,30.582,112.324
20260206,2,BP013,B,9,10,FF0201,Fruit,Cultured Pickle Indian pickled limes,LPS+,Sample,0.64,11706,1.950,127.045,37.186,74.47
20260206,2,BP013,B,10,10,FF0202,Fruit,Cultured Pickle Chile paste,LPS+,Sample,0.631,17509,2.271,125.136,57.139,89.252
20260206,2,BP013,B,11,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.275,34359,2.507,49.338,115.073,100.141
20260206,2,BP013,B,12,10,inhibitor1,NA,60uM PDTC,LPS+,inhibitor,0.268,37975,2.461,47.939,127.506,98.002
20260206,2,BP013,C,1,10,FF0187,Fruit,Equal Exchange 92% cacao total eclipse chocolate,LPS+,Sample,0.547,29392,2.295,107.191,97.995,90.363
20260206,2,BP013,C,2,10,FF0188,Fruit,Taza 95% dark chocolate wicked dark chocolate,LPS+,Sample,0.541,26708,2.372,105.911,88.767,93.925
20260206,2,BP013,C,3,10,FF0190,Fruit,Alter Eco total blackout 100% cacao chocolate,LPS+,Sample,0.562,24886,2.391,110.36,82.503,94.809
20260206,2,BP013,C,4,10,FF0191,Vegetable,The Tao of Tea organic Topaz puer,LPS+,Sample,0.481,5413,2.570,93.168,15.55,103.062
20260206,2,BP013,C,5,10,FF0192,fruit,Braggs apple cider vinegar,LPS+,Sample,0.64,8794,2.474,126.957,27.174,98.634
20260206,2,BP013,C,6,10,FF0198,grain,Cafe Colucci injera batter,LPS+,Sample,0.57,15538,2.260,112.115,50.362,88.75
20260206,2,BP013,C,7,10,FF0199,Grain,Cafe Colucci injera cooked,LPS+,Sample,0.517,10175,2.057,100.82,31.923,79.391
20260206,2,BP013,C,8,10,FF0200,Vegetable,Wise Goat honey fermented garlic,LPS+,Sample,0.608,9274,2.722,120.125,28.825,110.052
20260206,2,BP013,C,9,10,FF0201,Fruit,Cultured Pickle Indian pickled limes,LPS+,Sample,0.644,8964,1.600,127.904,27.759,58.352
20260206,2,BP013,C,10,10,FF0202,Fruit,Cultured Pickle Chile paste,LPS+,Sample,0.607,14077,2.172,119.943,45.339,84.681
20260206,2,BP013,C,11,10,positive_control,NA,PBS,LPS+,positive_control,0.516,29832,2.204,100.562,99.508,86.193
20260206,2,BP013,C,12,10,positive_control,NA,PBS,LPS+,positive_control,0.491,32857,2.127,95.39,109.909,82.617
20260206,2,BP013,D,1,10,FF0187,Fruit,Equal Exchange 92% cacao total eclipse chocolate,LPS+,Sample,0.59,24216,2.609,116.37,80.199,104.831
20260206,2,BP013,D,2,10,FF0188,Fruit,Taza 95% dark chocolate wicked dark chocolate,LPS+,Sample,0.571,26668,2.527,112.3,88.63,101.071
20260206,2,BP013,D,3,10,FF0190,Fruit,Alter Eco total blackout 100% cacao chocolate,LPS+,Sample,0.564,31615,2.349,110.885,105.639,92.874
20260206,2,BP013,D,4,10,FF0191,Vegetable,The Tao of Tea organic Topaz puer,LPS+,Sample,0.52,7114,2.664,101.531,21.398,107.389
20260206,2,BP013,D,5,10,FF0192,fruit,Braggs apple cider vinegar,LPS+,Sample,0.64,14887,2.539,127.012,48.124,101.629
20260206,2,BP013,D,6,10,FF0198,grain,Cafe Colucci injera batter,LPS+,Sample,0.569,11165,2.431,111.866,35.326,96.639
20260206,2,BP013,D,7,10,FF0199,Grain,Cafe Colucci injera cooked,LPS+,Sample,0.566,12736,2.116,111.247,40.728,82.105
20260206,2,BP013,D,8,10,FF0200,Vegetable,Wise Goat honey fermented garlic,LPS+,Sample,0.603,9024,2.814,119.038,27.965,114.287
20260206,2,BP013,D,9,10,FF0201,Fruit,Cultured Pickle Indian pickled limes,LPS+,Sample,0.641,10385,2.602,127.243,32.645,104.504
20260206,2,BP013,D,10,10,FF0202,Fruit,Cultured Pickle Chile paste,LPS+,Sample,0.642,12846,2.702,127.394,41.106,109.13
20260206,2,BP013,D,11,10,positive_control,NA,PBS,LPS+,positive_control,0.526,28350,2.267,102.717,94.413,89.086
20260206,2,BP013,D,12,10,positive_control,NA,PBS,LPS+,positive_control,0.519,28861,2.250,101.33,96.17,88.28
20260206,2,BP013,E,1,10,FF0203,Fruit,Cultured Pickle umeboshi,LPS+,Sample,0.616,21553,1.610,121.916,71.043,58.826
20260206,2,BP013,E,2,10,FF0204,Fruit,Wild West Ferments spicy Italian pickle,LPS+,Sample,0.621,16679,2.509,122.939,54.285,100.242
20260206,2,BP013,E,3,10,FF0205,Fruit,Wild West Ferments preserved lemon,LPS+,Sample,0.685,23885,1.878,136.604,79.061,71.134
20260206,2,BP013,E,4,10,FF0206,Fruit,Wild West Ferments Chili paste,LPS+,Sample,0.645,12996,2.762,128.008,41.622,111.877
20260206,2,BP013,E,5,10,FF0209,Vegetable,Taro brand sour poi,LPS+,Sample,0.617,27239,2.303,122.007,90.593,90.727
20260206,2,BP013,E,6,10,FF0210,Fruit,Cultured spicy okra,LPS+,Sample,0.665,18770,2.638,132.272,61.474,106.154
20260206,2,BP013,E,7,10,FF0211,Grain,Kopabana cassava fufu,LPS+,Sample,0.538,18190,2.600,105.306,59.48,104.435
20260206,2,BP013,E,8,10,FF0212,Grain,Kopabana cassava couscous / attieke,LPS+,Sample,0.586,19561,2.775,115.496,64.194,112.467
20260206,2,BP013,E,9,10,FF0213,Grain,Wala ga kenkey,LPS+,Sample,0.638,13927,3.197,126.617,44.823,131.926
20260206,2,BP013,E,10,10,FF0216,Meat - Fish,Barrio fiesta bagoong hipon,LPS+,Sample,0.655,8834,3.072,130.138,27.312,126.193
20260206,2,BP013,E,11,10,negative_control,NA,PBS,LPS-,negative_control,0.043,863,1.773,0.063,-0.095,66.328
20260206,2,BP013,E,12,10,negative_control,NA,PBS,LPS-,negative_control,0.042,953,1.919,-0.098,0.215,73.037
20260206,2,BP013,F,1,10,FF0203,Fruit,Cultured Pickle umeboshi,LPS+,Sample,0.42,5623,0.977,80.126,16.272,29.626
20260206,2,BP013,F,2,10,FF0204,Fruit,Wild West Ferments spicy Italian pickle,LPS+,Sample,0.63,18720,2.456,124.893,61.302,97.781
20260206,2,BP013,F,3,10,FF0205,Fruit,Wild West Ferments preserved lemon,LPS+,Sample,0.666,20802,1.934,132.551,68.461,73.742
20260206,2,BP013,F,4,10,FF0206,Fruit,Wild West Ferments Chili paste,LPS+,Sample,0.647,9094,2.761,128.442,28.206,111.826
20260206,2,BP013,F,5,10,FF0209,Vegetable,Taro brand sour poi,LPS+,Sample,0.603,25847,2.249,119.129,85.807,88.248
20260206,2,BP013,F,6,10,FF0210,Fruit,Cultured spicy okra,LPS+,Sample,0.633,16849,2.466,125.573,54.869,98.237
20260206,2,BP013,F,7,10,FF0211,Grain,Kopabana cassava fufu,LPS+,Sample,0.559,23375,2.408,109.841,77.308,95.565
20260206,2,BP013,F,8,10,FF0212,Grain,Kopabana cassava couscous / attieke,LPS+,Sample,0.573,17830,2.782,112.761,58.242,112.794
20260206,2,BP013,F,9,10,FF0213,Grain,Wala ga kenkey,LPS+,Sample,0.622,12156,3.249,123.081,38.734,134.345
20260206,2,BP013,F,10,10,FF0216,Meat - Fish,Barrio fiesta bagoong hipon,LPS+,Sample,0.607,15178,2.797,119.888,49.124,113.485
20260206,2,BP013,F,11,10,negative_control,NA,PBS,LPS-,negative_control,0.043,733,1.755,0.178,-0.542,65.476
20260206,2,BP013,F,12,10,negative_control,NA,PBS,LPS-,negative_control,0.042,1013,1.747,-0.143,0.421,65.116
20260206,2,BP013,G,1,10,FF0203,Fruit,Cultured Pickle umeboshi,LPS+,Sample,0.606,23515,1.714,119.645,77.789,63.577
20260206,2,BP013,G,2,10,FF0204,Fruit,Wild West Ferments spicy Italian pickle,LPS+,Sample,0.649,18160,2.375,128.967,59.377,94.072
20260206,2,BP013,G,3,10,FF0205,Fruit,Wild West Ferments preserved lemon,LPS+,Sample,0.671,26618,1.928,133.538,88.458,73.438
20260206,2,BP013,G,4,10,FF0206,Fruit,Wild West Ferments Chili paste,LPS+,Sample,0.632,11355,2.626,125.324,35.98,105.61
20260206,2,BP013,G,5,10,FF0209,Vegetable,Taro brand sour poi,LPS+,Sample,0.618,22123,2.224,122.389,73.003,87.096
20260206,2,BP013,G,6,10,FF0210,Fruit,Cultured spicy okra,LPS+,Sample,0.651,13947,2.558,129.258,44.892,102.481
20260206,2,BP013,G,7,10,FF0211,Grain,Kopabana cassava fufu,LPS+,Sample,0.562,22264,2.454,110.445,73.488,97.694
20260206,2,BP013,G,8,10,FF0212,Grain,Kopabana cassava couscous / attieke,LPS+,Sample,0.592,19851,2.696,116.683,65.191,108.831
20260206,2,BP013,G,9,10,FF0213,Grain,Wala ga kenkey,LPS+,Sample,0.638,11636,3.254,126.545,36.946,134.571
20260206,2,BP013,G,10,10,FF0216,Meat - Fish,Barrio fiesta bagoong hipon,LPS+,Sample,0.662,9585,2.978,131.641,29.894,121.834
20260206,2,BP013,G,11,10,blank,NA,PBS,LPS-,blank,0.038,863,1.763,-0.872,-0.095,65.853
20260206,2,BP013,G,12,10,kill_control,NA,2.5% DMSO,LPS+,kill_control,0.261,313,0.332,46.412,-1.986,-0.104
20260206,2,BP013,H,1,10,FF0203,Fruit,Cultured Pickle umeboshi,LPS+,Sample,0.609,26638,1.707,120.447,88.527,63.273
20260206,2,BP013,H,2,10,FF0204,Fruit,Wild West Ferments spicy Italian pickle,LPS+,Sample,0.606,20472,2.569,119.852,67.326,102.993
20260206,2,BP013,H,3,10,FF0205,Fruit,Wild West Ferments preserved lemon,LPS+,Sample,0.643,30543,1.965,127.662,101.953,75.147
20260206,2,BP013,H,4,10,FF0206,Fruit,Wild West Ferments Chili paste,LPS+,Sample,0.621,8374,2.794,122.951,25.73,113.37
20260206,2,BP013,H,5,10,FF0209,Vegetable,Taro brand sour poi,LPS+,Sample,0.601,27590,2.185,118.786,91.8,85.285
20260206,2,BP013,H,6,10,FF0210,Fruit,Cultured spicy okra,LPS+,Sample,0.643,16639,2.465,127.649,54.147,98.214
20260206,2,BP013,H,7,10,FF0211,Grain,Kopabana cassava fufu,LPS+,Sample,0.55,23455,2.418,107.899,77.583,96.03
20260206,2,BP013,H,8,10,FF0212,Grain,Kopabana cassava couscous / attieke,LPS+,Sample,0.547,28040,2.338,107.24,93.347,92.339
20260206,2,BP013,H,9,10,FF0213,Grain,Wala ga kenkey,LPS+,Sample,0.612,17679,3.044,120.935,57.723,124.894
20260206,2,BP013,H,10,10,FF0216,Meat - Fish,Barrio fiesta bagoong hipon,LPS+,Sample,0.658,4903,3.108,130.894,13.796,127.852
20260206,2,BP013,H,11,10,blank,NA,PBS,LPS-,blank,0.046,763,1.746,0.785,-0.438,65.07
